Time (s),HB (mM),Glu (mM),pH,label
0.1,0.04942,3.82568,7.53886,2
0.2,0.04942,3.82571,7.53886,2
0.3,0.04942,3.82573,7.53886,2
0.4,0.04943,3.82576,7.53886,2
0.5,0.04943,3.82579,7.53886,2
0.6,0.04943,3.82581,7.53886,2
0.7,0.04944,3.82584,7.53885,2
0.8,0.04944,3.82587,7.53885,2
0.9,0.04944,3.82589,7.53885,2
1,0.04945,3.82592,7.53885,2
1.1,0.04945,3.82595,7.53885,2
1.2,0.04945,3.82598,7.53885,2
1.3,0.04946,3.82601,7.53885,2
1.4,0.04946,3.82604,7.53885,2
1.5,0.04946,3.82608,7.53885,2
1.6,0.04947,3.82611,7.53885,2
1.7,0.04947,3.82614,7.53885,2
1.8,0.04947,3.82617,7.53885,2
1.9,0.04948,3.8262,7.53885,2
2,0.04948,3.82622,7.53885,2
2.1,0.04948,3.82626,7.53885,2
2.2,0.04949,3.82628,7.53885,2
2.3,0.04949,3.82631,7.53885,2
2.4,0.04949,3.82634,7.53885,2
2.5,0.0495,3.82637,7.53885,2
2.6,0.0495,3.8264,7.53885,2
2.7,0.0495,3.82643,7.53885,2
2.8,0.04951,3.82646,7.53885,2
2.9,0.04951,3.82649,7.53884,2
3,0.04951,3.82652,7.53884,2
3.1,0.04952,3.82655,7.53884,2
3.2,0.04952,3.82658,7.53884,2
3.3,0.04952,3.82661,7.53884,2
3.4,0.04953,3.82665,7.53884,2
3.5,0.04953,3.82668,7.53884,2
3.6,0.04953,3.82671,7.53884,2
3.7,0.04954,3.82675,7.53885,2
3.8,0.04954,3.82678,7.53885,2
3.9,0.04954,3.82682,7.53885,2
4,0.04955,3.82685,7.53885,2
4.1,0.04955,3.82689,7.53885,2
4.2,0.04955,3.82692,7.53885,2
4.3,0.04955,3.82696,7.53886,2
4.4,0.04956,3.82699,7.53886,2
4.5,0.04956,3.82702,7.53886,2
4.6,0.04956,3.82706,7.53886,2
4.7,0.04957,3.82709,7.53886,2
4.8,0.04957,3.82713,7.53886,2
4.9,0.04957,3.82716,7.53886,2
5,0.04958,3.82719,7.53886,2
5.1,0.04958,3.82723,7.53886,2
5.2,0.04958,3.82726,7.53886,2
5.3,0.04959,3.8273,7.53886,2
5.4,0.04959,3.82733,7.53886,2
5.5,0.04959,3.82737,7.53886,2
