Time (s),HB (mM),Glu (mM),pH,label
0.1,0.1578,1.86876,7.51919,2
0.2,0.15781,1.86874,7.51919,2
0.3,0.15781,1.86873,7.51919,2
0.4,0.15781,1.86871,7.51919,2
0.5,0.1578,1.86869,7.51919,2
0.6,0.1578,1.86867,7.51919,2
0.7,0.1578,1.86865,7.51919,2
0.8,0.15779,1.86864,7.51919,2
0.9,0.15779,1.86862,7.51919,2
1,0.15778,1.8686,7.51919,2
1.1,0.15777,1.86858,7.51919,2
1.2,0.15776,1.86856,7.51919,2
1.3,0.15775,1.86855,7.51919,2
1.4,0.15774,1.86853,7.51919,2
1.5,0.15773,1.86852,7.51919,2
1.6,0.15772,1.8685,7.51919,2
1.7,0.15771,1.86848,7.51919,2
1.8,0.1577,1.86846,7.51919,2
1.9,0.1577,1.86844,7.51919,2
2,0.15769,1.86842,7.51919,2
2.1,0.15769,1.86841,7.51919,2
2.2,0.15769,1.86839,7.51919,2
2.3,0.15769,1.86837,7.51919,2
2.4,0.15768,1.86835,7.51919,2
2.5,0.15768,1.86833,7.51919,2
2.6,0.15768,1.86831,7.51919,2
2.7,0.15768,1.8683,7.51919,2
2.8,0.15768,1.86828,7.51919,2
2.9,0.15767,1.86826,7.51919,2
3,0.15767,1.86824,7.5192,2
3.1,0.15767,1.86822,7.51919,2
3.2,0.15767,1.8682,7.5192,2
3.3,0.15766,1.86818,7.5192,2
3.4,0.15766,1.86817,7.5192,2
3.5,0.15766,1.86815,7.5192,2
3.6,0.15765,1.86813,7.5192,2
3.7,0.15765,1.8681,7.5192,2
3.8,0.15764,1.86808,7.5192,2
3.9,0.15764,1.86807,7.5192,2
4,0.15764,1.86805,7.5192,2
4.1,0.15764,1.86803,7.5192,2
4.2,0.15763,1.868,7.5192,2
4.3,0.15763,1.86798,7.5192,2
4.4,0.15762,1.86796,7.5192,2
4.5,0.15762,1.86794,7.5192,2
4.6,0.15762,1.86792,7.5192,2
4.7,0.15761,1.86791,7.5192,2
4.8,0.15761,1.86789,7.5192,2
4.9,0.15761,1.86787,7.5192,2
5,0.1576,1.86785,7.5192,2
5.1,0.1576,1.86783,7.5192,2
5.2,0.1576,1.86782,7.5192,2
5.3,0.15759,1.8678,7.5192,2
