Time (s),HB (mM),Glu (mM),pH,label
0.1,0.11205,2.68002,7.5282,2
0.2,0.11205,2.68001,7.52794,2
0.3,0.11204,2.68001,7.52796,2
0.4,0.11204,2.68,7.52793,2
0.5,0.11204,2.68,7.52817,2
0.6,0.11204,2.68,7.5282,2
0.7,0.11204,2.68,7.5282,2
0.8,0.11204,2.67999,7.52806,2
0.9,0.11204,2.67998,7.52792,2
1,0.11204,2.67998,7.52795,2
1.1,0.11204,2.67997,7.52792,2
1.2,0.11203,2.67997,7.5282,2
1.3,0.11203,2.67997,7.52817,2
1.4,0.11203,2.67996,7.5282,2
1.5,0.11203,2.67996,7.52793,2
1.6,0.11203,2.67995,7.52794,2
1.7,0.11203,2.67994,7.52793,2
1.8,0.11203,2.67994,7.5282,2
1.9,0.11203,2.67994,7.52819,2
2,0.11203,2.67993,7.52819,2
2.1,0.11203,2.67992,7.52795,2
2.2,0.11202,2.67992,7.52794,2
2.3,0.11202,2.67991,7.52793,2
2.4,0.11202,2.67991,7.52795,2
2.5,0.11202,2.6799,7.52819,2
2.6,0.11202,2.6799,7.52819,2
2.7,0.11202,2.67989,7.5282,2
2.8,0.11202,2.67988,7.52797,2
2.9,0.11202,2.67988,7.52796,2
3,0.11201,2.67987,7.52797,2
3.1,0.11201,2.67987,7.52823,2
3.2,0.11201,2.67986,7.52821,2
3.3,0.11201,2.67986,7.52823,2
3.4,0.11201,2.67985,7.52798,2
3.5,0.11201,2.67984,7.52798,2
3.6,0.11201,2.67983,7.52796,2
3.7,0.11201,2.67983,7.52816,2
3.8,0.11201,2.67982,7.5282,2
3.9,0.112,2.67981,7.52821,2
4,0.112,2.6798,7.52819,2
4.1,0.112,2.67979,7.52794,2
4.2,0.112,2.67979,7.52793,2
4.3,0.112,2.67978,7.52792,2
4.4,0.112,2.67977,7.52817,2
4.5,0.112,2.67976,7.52816,2
4.6,0.112,2.67976,7.52818,2
4.7,0.112,2.67975,7.52792,2
4.8,0.11199,2.67974,7.5279,2
4.9,0.11199,2.67973,7.5279,2
5,0.11199,2.67972,7.52815,2
5.1,0.11199,2.67971,7.52814,2
5.2,0.11199,2.67971,7.52816,2
5.3,0.11199,2.6797,7.52805,2
5.4,0.11199,2.67969,7.5279,2
5.5,0.11199,2.67968,7.52788,2
5.6,0.11199,2.67967,7.52789,2
5.7,0.11199,2.67967,7.52817,2
5.8,0.11199,2.67966,7.52816,2
5.9,0.11198,2.67965,7.52817,2
6,0.11198,2.67965,7.5279,2
6.1,0.11198,2.67964,7.52792,2
6.2,0.11198,2.67963,7.5279,2
6.3,0.11198,2.67962,7.52814,2
