Time (s),HB (mM),Glu (mM),pH,label
0.1,0.0349,4.76039,7.67626,1
0.2,0.0349,4.76021,7.67626,1
0.3,0.03489,4.76003,7.67626,1
0.4,0.03489,4.75986,7.67626,1
0.5,0.03488,4.75968,7.67627,1
0.6,0.03488,4.75951,7.67627,1
0.7,0.03488,4.75933,7.67627,1
0.8,0.03487,4.75915,7.67627,1
0.9,0.03487,4.75898,7.67627,1
1,0.03486,4.7588,7.67627,1
1.1,0.03486,4.75862,7.67627,1
1.2,0.03485,4.75845,7.67627,1
1.3,0.03485,4.75828,7.67628,1
1.4,0.03485,4.75812,7.67628,1
1.5,0.03484,4.75795,7.67628,1
1.6,0.03484,4.75779,7.67628,1
1.7,0.03483,4.75763,7.67628,1
1.8,0.03483,4.75747,7.67628,1
1.9,0.03483,4.75731,7.67628,1
2,0.03482,4.75715,7.67628,1
2.1,0.03482,4.75699,7.67628,1
2.2,0.03481,4.75683,7.67629,1
2.3,0.03481,4.75667,7.67629,1
2.4,0.03481,4.7565,7.67629,1
2.5,0.0348,4.75634,7.67629,1
2.6,0.0348,4.75617,7.67629,1
2.7,0.03479,4.75601,7.67629,1
2.8,0.03479,4.75585,7.67629,1
2.9,0.03479,4.7557,7.6763,1
3,0.03478,4.75556,7.6763,1
3.1,0.03478,4.7554,7.6763,1
3.2,0.03477,4.75524,7.6763,1
3.3,0.03477,4.75508,7.6763,1
3.4,0.03477,4.75493,7.6763,1
3.5,0.03476,4.75477,7.6763,1
3.6,0.03476,4.75462,7.6763,1
3.7,0.03475,4.75447,7.67631,1
3.8,0.03475,4.75431,7.67631,1
3.9,0.03475,4.75416,7.67631,1
4,0.03474,4.75401,7.67631,1
4.1,0.03474,4.75386,7.67631,1
4.2,0.03473,4.75371,7.67631,1
4.3,0.03473,4.75356,7.67631,1
4.4,0.03473,4.75341,7.67631,1
4.5,0.03472,4.75326,7.67632,1
4.6,0.03472,4.75311,7.67632,1
4.7,0.03472,4.75295,7.67632,1
4.8,0.03471,4.7528,7.67632,1
4.9,0.03471,4.75265,7.67632,1
5,0.0347,4.7525,7.67632,1
5.1,0.0347,4.75236,7.67632,1
5.2,0.0347,4.75221,7.67632,1
5.3,0.03469,4.75206,7.67632,1
5.4,0.03469,4.75191,7.67632,1
5.5,0.03468,4.75177,7.67633,1
5.6,0.03468,4.75163,7.67633,1
5.7,0.03468,4.75148,7.67633,1
5.8,0.03467,4.75134,7.67633,1
5.9,0.03467,4.75119,7.67633,1
6,0.03467,4.75104,7.67633,1
6.1,0.03467,4.75089,7.67633,1
6.2,0.03467,4.75074,7.67633,1
6.3,0.03466,4.75059,7.67633,1
6.4,0.03466,4.75044,7.67634,1
6.5,0.03466,4.75029,7.67634,1
6.6,0.03466,4.75014,7.67634,1
6.7,0.03465,4.75,7.67634,1
6.8,0.03465,4.74985,7.67634,1
6.9,0.03465,4.74971,7.67634,1
7,0.03465,4.74956,7.67634,1
7.1,0.03464,4.74942,7.67634,1
7.2,0.03464,4.74928,7.67635,1
7.3,0.03464,4.74914,7.67635,1
7.4,0.03464,4.74899,7.67635,1
7.5,0.03464,4.74885,7.67635,1
