Time (s),HB (mM),Glu (mM),pH,label
0.1,0.14863,2.90115,7.49971,2
0.2,0.1488,2.90115,7.49971,2
0.3,0.14897,2.90116,7.49971,2
0.4,0.14914,2.90116,7.49971,2
0.5,0.14931,2.90116,7.49971,2
0.6,0.14948,2.90117,7.49971,2
0.7,0.14965,2.90117,7.49971,2
0.8,0.14982,2.90117,7.49971,2
0.9,0.14999,2.90117,7.49971,2
1,0.15015,2.90118,7.49971,2
1.1,0.15032,2.90118,7.49971,2
1.2,0.15049,2.90118,7.49971,2
1.3,0.15065,2.90118,7.49971,2
1.4,0.15082,2.90118,7.49971,2
1.5,0.15098,2.90118,7.49971,2
1.6,0.15114,2.90118,7.49971,2
1.7,0.15131,2.90118,7.49971,2
1.8,0.15147,2.90118,7.49971,2
1.9,0.15163,2.90118,7.49971,2
2,0.15179,2.90118,7.49971,2
2.1,0.15195,2.90118,7.49971,2
2.2,0.15212,2.90118,7.49971,2
2.3,0.15228,2.90118,7.49971,2
2.4,0.15244,2.90118,7.49971,2
2.5,0.15259,2.90117,7.49958,2
2.6,0.15275,2.90117,7.49954,2
2.7,0.15291,2.90117,7.49937,2
2.8,0.15307,2.90117,7.49922,2
2.9,0.15322,2.90116,7.4991,2
3,0.15338,2.90116,7.499,2
3.1,0.15354,2.90116,7.4989,2
3.2,0.15369,2.90116,7.49877,2
3.3,0.15385,2.90115,7.49864,2
3.4,0.154,2.90115,7.49835,2
3.5,0.15415,2.90114,7.49828,2
3.6,0.15431,2.90114,7.49819,2
3.7,0.15446,2.90113,7.49824,2
3.8,0.15461,2.90113,7.49814,2
3.9,0.15476,2.90113,7.4981,2
4,0.15492,2.90112,7.49782,2
4.1,0.15507,2.90111,7.49778,2
4.2,0.15522,2.90111,7.49771,2
4.3,0.15537,2.9011,7.4978,2
4.4,0.15551,2.9011,7.49777,2
4.5,0.15566,2.90109,7.49773,2
4.6,0.15581,2.90108,7.49764,2
4.7,0.15596,2.90108,7.49749,2
4.8,0.15611,2.90107,7.49742,2
4.9,0.15625,2.90106,7.49741,2
5,0.1564,2.90106,7.49755,2
5.1,0.15654,2.90105,7.49746,2
5.2,0.15669,2.90104,7.49746,2
5.3,0.15683,2.90103,7.49726,2
5.4,0.15698,2.90102,7.49723,2
5.5,0.15712,2.90102,7.49958,2
5.6,0.15726,2.90101,7.49978,2
5.7,0.15741,2.901,7.49972,2
5.8,0.15755,2.90099,7.49969,2
5.9,0.15769,2.90098,7.49943,2
6,0.15783,2.90097,7.49933,2
6.1,0.15797,2.90096,7.49933,2
6.2,0.15811,2.90095,7.49932,2
6.3,0.15825,2.90094,7.49951,2
6.4,0.15839,2.90093,7.49944,2
6.5,0.15853,2.90092,7.49941,2
6.6,0.15867,2.90091,7.49919,2
6.7,0.1588,2.9009,7.49914,2
6.8,0.15894,2.90089,7.49883,2
6.9,0.15908,2.90088,7.49907,2
7,0.15921,2.90086,7.49904,2
7.1,0.15935,2.90085,7.49902,2
7.2,0.15948,2.90084,7.49871,2
7.3,0.15962,2.90083,7.4987,2
7.4,0.15975,2.90082,7.49869,2
7.5,0.15989,2.9008,7.4988,2
7.6,0.16002,2.90079,7.49888,2
7.7,0.16015,2.90078,7.49894,2
7.8,0.16028,2.90077,7.49889,2
7.9,0.16042,2.90075,7.49866,2
8,0.16055,2.90074,7.49858,2
8.1,0.16068,2.90073,7.49868,2
8.2,0.16081,2.90071,7.49892,2
8.3,0.16094,2.9007,7.49888,2
8.4,0.16107,2.90068,7.49893,2
8.5,0.1612,2.90067,7.49865,2
8.6,0.16133,2.90066,7.49866,2
8.7,0.16145,2.90064,7.49861,2
8.8,0.16158,2.90063,7.49882,2
8.9,0.16171,2.90061,7.49884,2
9,0.16183,2.9006,7.49886,2
9.1,0.16196,2.90058,7.49874,2
9.2,0.16209,2.90057,7.49865,2
9.3,0.16221,2.90055,7.49853,2
9.4,0.16234,2.90053,7.49859,2
9.5,0.16246,2.90052,7.49883,2
9.6,0.16258,2.9005,7.49882,2
9.7,0.16271,2.90048,7.49881,2
9.8,0.16283,2.90047,7.49857,2
9.9,0.16295,2.90045,7.49857,2
10,0.16307,2.90043,7.49857,2
10.1,0.1632,2.90042,7.49883,2
10.2,0.16332,2.9004,7.4988,2
10.3,0.16344,2.90038,7.49889,2
10.4,0.16356,2.90037,7.49861,2
10.5,0.16368,2.90035,7.49856,2
10.6,0.1638,2.90033,7.49857,2
10.7,0.16392,2.90031,7.49865,2
10.8,0.16403,2.90029,7.49873,2
10.9,0.16415,2.90027,7.49884,2
11,0.16427,2.90026,7.49885,2
11.1,0.16439,2.90024,7.49853,2
11.2,0.1645,2.90022,7.49855,2
11.3,0.16462,2.9002,7.49852,2
11.4,0.16474,2.90018,7.49885,2
11.5,0.16485,2.90016,7.49882,2
11.6,0.16497,2.90014,7.49883,2
11.7,0.16508,2.90012,7.49854,2
11.8,0.16519,2.9001,7.49858,2
11.9,0.16531,2.90008,7.49866,2
12,0.16542,2.90006,7.49864,2
12.1,0.16553,2.90004,7.49888,2
12.2,0.16564,2.90002,7.49889,2
12.3,0.16576,2.9,7.49877,2
12.4,0.16587,2.89998,7.49851,2
12.5,0.16598,2.89996,7.49847,2
12.6,0.16609,2.89994,7.49851,2
12.7,0.1662,2.89992,7.4987,2
12.8,0.16631,2.8999,7.49872,2
12.9,0.16642,2.89987,7.49872,2
13,0.16653,2.89985,7.49858,2
13.1,0.16663,2.89983,7.49857,2
13.2,0.16674,2.89981,7.49859,2
13.3,0.16685,2.89979,7.49882,2
13.4,0.16696,2.89976,7.49888,2
13.5,0.16706,2.89974,7.49886,2
13.6,0.16717,2.89972,7.49883,2
13.7,0.16728,2.8997,7.49863,2
13.8,0.16738,2.89967,7.49867,2
13.9,0.16749,2.89965,7.49867,2
14,0.16759,2.89963,7.49888,2
14.1,0.16769,2.8996,7.49898,2
14.2,0.1678,2.89958,7.49889,2
14.3,0.1679,2.89956,7.49874,2
14.4,0.168,2.89953,7.49878,2
14.5,0.16811,2.89951,7.49876,2
14.6,0.16821,2.89949,7.499,2
14.7,0.16831,2.89946,7.49902,2
14.8,0.16841,2.89944,7.49904,2
14.9,0.16851,2.89941,7.49891,2
15,0.16861,2.89939,7.49885,2
15.1,0.16871,2.89937,7.49889,2
15.2,0.16881,2.89934,7.49891,2
15.3,0.16891,2.89932,7.49912,2
15.4,0.16901,2.89929,7.49905,2
15.5,0.16911,2.89927,7.49911,2
15.6,0.16921,2.89924,7.49876,2
15.7,0.1693,2.89922,7.4987,2
15.8,0.1694,2.89919,7.49875,2
15.9,0.1695,2.89916,7.49903,2
16,0.16959,2.89914,7.49898,2
16.1,0.16969,2.89911,7.49905,2
16.2,0.16979,2.89909,7.49884,2
16.3,0.16988,2.89906,7.49884,2
16.4,0.16998,2.89903,7.49884,2
16.5,0.17007,2.89901,7.49899,2
16.6,0.17016,2.89898,7.49921,2
16.7,0.17026,2.89896,7.49923,2
16.8,0.17035,2.89893,7.49919,2
16.9,0.17044,2.8989,7.49893,2
17,0.17054,2.89888,7.49895,2
17.1,0.17063,2.89885,7.49898,2
17.2,0.17072,2.89882,7.49924,2
17.3,0.17081,2.89879,7.49944,2
17.4,0.1709,2.89877,7.49938,2
17.5,0.17099,2.89874,7.49907,2
17.6,0.17108,2.89871,7.49897,2
17.7,0.17117,2.89868,7.49896,2
17.8,0.17126,2.89866,7.499,2
17.9,0.17135,2.89863,7.4991,2
18,0.17144,2.8986,7.49916,2
18.1,0.17153,2.89857,7.4991,2
18.2,0.17162,2.89854,7.49886,2
18.3,0.1717,2.89852,7.49893,2
18.4,0.17179,2.89849,7.49906,2
18.5,0.17188,2.89846,7.49927,2
18.6,0.17196,2.89843,7.4993,2
18.7,0.17205,2.8984,7.49933,2
18.8,0.17213,2.89837,7.49904,2
18.9,0.17222,2.89834,7.49902,2
19,0.1723,2.89831,7.49898,2
19.1,0.17239,2.89829,7.49918,2
19.2,0.17247,2.89826,7.4992,2
19.3,0.17256,2.89823,7.49921,2
19.4,0.17264,2.8982,7.49907,2
19.5,0.17272,2.89817,7.49893,2
19.6,0.17281,2.89814,7.49891,2
19.7,0.17289,2.89811,7.49896,2
19.8,0.17297,2.89808,7.49925,2
19.9,0.17305,2.89805,7.49924,2
20,0.17313,2.89802,7.49919,2
20.1,0.17321,2.89799,7.49894,2
20.2,0.17329,2.89796,7.49887,2
20.3,0.17337,2.89793,7.49885,2
20.4,0.17345,2.8979,7.49914,2
20.5,0.17353,2.89787,7.49912,2
20.6,0.17361,2.89784,7.49913,2
20.7,0.17369,2.89781,7.49889,2
20.8,0.17377,2.89777,7.49889,2
20.9,0.17385,2.89774,7.49882,2
21,0.17392,2.89771,7.49884,2
21.1,0.174,2.89768,7.49908,2
21.2,0.17408,2.89765,7.4991,2
21.3,0.17416,2.89762,7.49907,2
21.4,0.17423,2.89759,7.49879,2
21.5,0.17431,2.89756,7.49878,2
21.6,0.17438,2.89753,7.49876,2
21.7,0.17446,2.89749,7.499,2
21.8,0.17453,2.89746,7.49907,2
21.9,0.17461,2.89743,7.49907,2
22,0.17468,2.8974,7.49878,2
22.1,0.17476,2.89737,7.49874,2
22.2,0.17483,2.89733,7.49874,2
22.3,0.1749,2.8973,7.49896,2
22.4,0.17497,2.89727,7.49909,2
22.5,0.17505,2.89724,7.49912,2
22.6,0.17512,2.89721,7.49908,2
22.7,0.17519,2.89717,7.49885,2
22.8,0.17526,2.89714,7.4988,2
22.9,0.17533,2.89711,7.49886,2
23,0.1754,2.89708,7.49917,2
23.1,0.17547,2.89704,7.49914,2
23.2,0.17554,2.89701,7.49916,2
23.3,0.17561,2.89698,7.49877,2
23.4,0.17568,2.89694,7.49881,2
23.5,0.17575,2.89691,7.49877,2
23.6,0.17582,2.89688,7.49896,2
23.7,0.17589,2.89684,7.49908,2
23.8,0.17596,2.89681,7.49905,2
23.9,0.17602,2.89678,7.49894,2
24,0.17609,2.89674,7.49881,2
24.1,0.17616,2.89671,7.49882,2
24.2,0.17623,2.89668,7.49882,2
24.3,0.17629,2.89664,7.49912,2
24.4,0.17636,2.89661,7.49911,2
24.5,0.17642,2.89658,7.49905,2
24.6,0.17649,2.89654,7.49882,2
24.7,0.17655,2.89651,7.49886,2
24.8,0.17662,2.89647,7.49947,2
24.9,0.17668,2.89644,7.49978,2
25,0.17675,2.89641,7.49975,2
25.1,0.17681,2.89637,7.49973,2
25.2,0.17688,2.89634,7.49936,2
25.3,0.17694,2.8963,7.49929,2
25.4,0.177,2.89627,7.49929,2
25.5,0.17706,2.89624,7.49923,2
25.6,0.17713,2.8962,7.49952,2
25.7,0.17719,2.89617,7.4994,2
25.8,0.17725,2.89613,7.49933,2
25.9,0.17731,2.8961,7.49908,2
26,0.17737,2.89606,7.49916,2
26.1,0.17743,2.89603,7.499,2
26.2,0.17749,2.89599,7.4993,2
26.3,0.17755,2.89596,7.49919,2
26.4,0.17761,2.89592,7.49924,2
26.5,0.17767,2.89589,7.49885,2
26.6,0.17773,2.89585,7.4989,2
26.7,0.17779,2.89582,7.49898,2
26.8,0.17785,2.89578,7.49904,2
26.9,0.17791,2.89575,7.49905,2
27,0.17797,2.89571,7.49916,2
27.1,0.17802,2.89568,7.49914,2
27.2,0.17808,2.89564,7.49887,2
27.3,0.17814,2.89561,7.49878,2
27.4,0.17819,2.89557,7.49861,2
27.5,0.17825,2.89553,7.49911,2
27.6,0.17831,2.8955,7.49917,2
27.7,0.17836,2.89546,7.4993,2
27.8,0.17842,2.89543,7.49898,2
27.9,0.17847,2.89539,7.4989,2
28,0.17853,2.89536,7.49883,2
28.1,0.17858,2.89532,7.49895,2
28.2,0.17864,2.89528,7.49903,2
28.3,0.17869,2.89525,7.49915,2
28.4,0.17875,2.89521,7.49893,2
28.5,0.1788,2.89518,7.49878,2
28.6,0.17885,2.89514,7.49874,2
28.7,0.1789,2.8951,7.49883,2
28.8,0.17896,2.89507,7.49887,2
28.9,0.17901,2.89503,7.49925,2
29,0.17906,2.89499,7.49921,2
29.1,0.17911,2.89496,7.49893,2
29.2,0.17916,2.89492,7.49907,2
29.3,0.17922,2.89489,7.49917,2
29.4,0.17927,2.89485,7.49956,2
29.5,0.17932,2.89481,7.49948,2
29.6,0.17937,2.89478,7.49938,2
29.7,0.17942,2.89474,7.49923,2
29.8,0.17947,2.8947,7.49912,2
29.9,0.17952,2.89467,7.49908,2
30,0.17957,2.89463,7.49905,2
30.1,0.17962,2.89459,7.49922,2
30.2,0.17966,2.89456,7.49903,2
30.3,0.17971,2.89452,7.49901,2
30.4,0.17976,2.89448,7.49875,2
30.5,0.17981,2.89445,7.49893,2
30.6,0.17986,2.89441,7.49888,2
30.7,0.1799,2.89437,7.49868,2
30.8,0.17995,2.89433,7.49875,2
30.9,0.18,2.8943,7.49866,2
31,0.18004,2.89426,7.49861,2
31.1,0.18009,2.89422,7.49861,2
31.2,0.18014,2.89419,7.49859,2
31.3,0.18018,2.89415,7.49867,2
31.4,0.18023,2.89411,7.49888,2
31.5,0.18027,2.89407,7.49886,2
31.6,0.18032,2.89404,7.4988,2
31.7,0.18036,2.894,7.49855,2
31.8,0.18041,2.89396,7.49869,2
31.9,0.18045,2.89392,7.49876,2
32,0.18049,2.89389,7.49888,2
32.1,0.18054,2.89385,7.49879,2
32.2,0.18058,2.89381,7.4985,2
32.3,0.18062,2.89377,7.49821,2
32.4,0.18067,2.89374,7.49812,2
32.5,0.18071,2.8937,7.49806,2
