Time (s),HB (mM),Glu (mM),pH,label
0.1,0.01025,3.73507,7.56403,0
0.2,0.01025,3.73507,7.56403,0
0.3,0.01025,3.73507,7.56403,0
0.4,0.01025,3.73507,7.56403,0
0.5,0.01025,3.73507,7.56403,0
0.6,0.01025,3.73507,7.56403,0
0.7,0.01025,3.73507,7.56403,0
0.8,0.01025,3.73507,7.56403,0
0.9,0.01025,3.73506,7.56403,0
1,0.01025,3.73506,7.56403,0
1.1,0.01025,3.73506,7.56403,0
1.2,0.01025,3.73506,7.56403,0
1.3,0.01025,3.73506,7.56403,0
1.4,0.01025,3.73506,7.56403,0
1.5,0.01024,3.73506,7.56403,0
1.6,0.01024,3.73505,7.56403,0
1.7,0.01024,3.73505,7.56403,0
1.8,0.01024,3.73505,7.56403,0
1.9,0.01024,3.73505,7.56403,0
2,0.01024,3.73505,7.56403,0
2.1,0.01024,3.73505,7.56403,0
2.2,0.01024,3.73505,7.56403,0
2.3,0.01024,3.73505,7.56404,0
2.4,0.01024,3.73504,7.56404,0
2.5,0.01024,3.73504,7.56404,0
2.6,0.01024,3.73504,7.56404,0
2.7,0.01024,3.73504,7.56404,0
2.8,0.01024,3.73504,7.56404,0
2.9,0.01024,3.73504,7.56404,0
3,0.01024,3.73504,7.56404,0
3.1,0.01024,3.73503,7.56404,0
3.2,0.01024,3.73503,7.56404,0
3.3,0.01024,3.73503,7.56404,0
3.4,0.01024,3.73503,7.56404,0
3.5,0.01024,3.73503,7.56404,0
3.6,0.01024,3.73503,7.56404,0
3.7,0.01024,3.73503,7.56404,0
3.8,0.01024,3.73502,7.56404,0
3.9,0.01024,3.73502,7.56404,0
4,0.01024,3.73502,7.56404,0
4.1,0.01024,3.73502,7.56404,0
4.2,0.01024,3.73502,7.56404,0
4.3,0.01024,3.73502,7.56404,0
4.4,0.01024,3.73502,7.56404,0
4.5,0.01024,3.73501,7.56404,0
4.6,0.01024,3.73501,7.56404,0
4.7,0.01024,3.73501,7.56404,0
4.8,0.01024,3.73501,7.56404,0
4.9,0.01024,3.73501,7.56404,0
5,0.01024,3.73501,7.56404,0
5.1,0.01024,3.735,7.56404,0
5.2,0.01024,3.735,7.56405,0
5.3,0.01024,3.735,7.56405,0
5.4,0.01024,3.735,7.56405,0
5.5,0.01024,3.735,7.56405,0
5.6,0.01023,3.735,7.56405,0
5.7,0.01023,3.73499,7.56405,0
5.8,0.01023,3.73499,7.56405,0
5.9,0.01023,3.73499,7.56405,0
6,0.01023,3.73499,7.56405,0
6.1,0.01023,3.73499,7.56405,0
6.2,0.01023,3.73499,7.56405,0
6.3,0.01023,3.73498,7.56405,0
6.4,0.01023,3.73498,7.56405,0
6.5,0.01023,3.73498,7.56405,0
6.6,0.01023,3.73498,7.56405,0
6.7,0.01023,3.73498,7.56405,0
6.8,0.01023,3.73498,7.56405,0
6.9,0.01023,3.73497,7.56405,0
7,0.01023,3.73497,7.56406,0
7.1,0.01023,3.73497,7.56406,0
7.2,0.01023,3.73497,7.56406,0
7.3,0.01023,3.73497,7.56406,0
7.4,0.01023,3.73496,7.56406,0
7.5,0.01023,3.73496,7.56406,0
7.6,0.01023,3.73496,7.56406,0
7.7,0.01023,3.73496,7.56406,0
7.8,0.01023,3.73496,7.56406,0
7.9,0.01023,3.73496,7.56406,0
8,0.01023,3.73495,7.56406,0
8.1,0.01023,3.73495,7.56406,0
8.2,0.01023,3.73495,7.56406,0
8.3,0.01023,3.73495,7.56406,0
8.4,0.01023,3.73495,7.56406,0
8.5,0.01023,3.73495,7.56406,0
8.6,0.01023,3.73495,7.56406,0
8.7,0.01023,3.73494,7.56407,0
8.8,0.01023,3.73494,7.56407,0
8.9,0.01023,3.73494,7.56407,0
9,0.01023,3.73494,7.56407,0
9.1,0.01023,3.73494,7.56407,0
9.2,0.01023,3.73494,7.56407,0
9.3,0.01023,3.73493,7.56407,0
9.4,0.01023,3.73493,7.56407,0
9.5,0.01023,3.73493,7.56407,0
9.6,0.01022,3.73493,7.56407,0
9.7,0.01022,3.73493,7.56407,0
9.8,0.01022,3.73492,7.56407,0
9.9,0.01022,3.73492,7.56407,0
10,0.01022,3.73492,7.56407,0
10.1,0.01022,3.73492,7.56408,0
10.2,0.01022,3.73492,7.56408,0
10.3,0.01022,3.73491,7.56408,0
10.4,0.01022,3.73491,7.56408,0
10.5,0.01022,3.73491,7.56408,0
10.6,0.01022,3.73491,7.56408,0
10.7,0.01022,3.73491,7.56408,0
10.8,0.01022,3.73491,7.56408,0
10.9,0.01022,3.7349,7.56408,0
11,0.01022,3.7349,7.56408,0
11.1,0.01022,3.7349,7.56408,0
11.2,0.01022,3.7349,7.56408,0
11.3,0.01022,3.7349,7.56409,0
11.4,0.01022,3.7349,7.56409,0
11.5,0.01022,3.73489,7.56409,0
11.6,0.01022,3.73489,7.56409,0
11.7,0.01022,3.73489,7.56409,0
11.8,0.01022,3.73489,7.56409,0
11.9,0.01022,3.73489,7.56409,0
12,0.01022,3.73489,7.56409,0
12.1,0.01022,3.73488,7.56409,0
12.2,0.01022,3.73488,7.56409,0
12.3,0.01022,3.73488,7.56409,0
12.4,0.01022,3.73488,7.5641,0
12.5,0.01022,3.73488,7.5641,0
12.6,0.01022,3.73488,7.5641,0
12.7,0.01022,3.73487,7.5641,0
12.8,0.01022,3.73487,7.5641,0
12.9,0.01022,3.73487,7.5641,0
13,0.01022,3.73487,7.5641,0
13.1,0.01021,3.73487,7.5641,0
13.2,0.01021,3.73486,7.5641,0
13.3,0.01021,3.73486,7.5641,0
13.4,0.01021,3.73486,7.5641,0
13.5,0.01021,3.73486,7.56411,0
13.6,0.01021,3.73486,7.56411,0
13.7,0.01021,3.73486,7.56411,0
13.8,0.01021,3.73485,7.56411,0
13.9,0.01021,3.73485,7.56411,0
14,0.01021,3.73485,7.56411,0
14.1,0.01021,3.73485,7.56411,0
14.2,0.01021,3.73485,7.56411,0
14.3,0.01021,3.73485,7.56411,0
14.4,0.01021,3.73484,7.56411,0
14.5,0.01021,3.73484,7.56411,0
14.6,0.01021,3.73484,7.56412,0
14.7,0.01021,3.73484,7.56412,0
14.8,0.01021,3.73484,7.56412,0
14.9,0.01021,3.73483,7.56412,0
15,0.01021,3.73483,7.56412,0
15.1,0.01021,3.73483,7.56412,0
15.2,0.01021,3.73483,7.56412,0
15.3,0.01021,3.73483,7.56412,0
15.4,0.01021,3.73482,7.56412,0
15.5,0.01021,3.73482,7.56413,0
15.6,0.01021,3.73482,7.56413,0
15.7,0.01021,3.73482,7.56413,0
15.8,0.01021,3.73482,7.56413,0
15.9,0.01021,3.73481,7.56413,0
16,0.01021,3.73481,7.56413,0
16.1,0.01021,3.73481,7.56413,0
16.2,0.01021,3.73481,7.56413,0
16.3,0.01021,3.73481,7.56413,0
16.4,0.01021,3.73481,7.56414,0
16.5,0.01021,3.73481,7.56414,0
16.6,0.01021,3.73481,7.56414,0
16.7,0.0102,3.7348,7.56414,0
16.8,0.0102,3.7348,7.56414,0
16.9,0.0102,3.7348,7.56414,0
17,0.0102,3.7348,7.56414,0
17.1,0.0102,3.7348,7.56414,0
17.2,0.0102,3.7348,7.56414,0
17.3,0.0102,3.7348,7.56415,0
17.4,0.0102,3.7348,7.56415,0
17.5,0.0102,3.73479,7.56415,0
17.6,0.0102,3.73479,7.56415,0
17.7,0.0102,3.73479,7.56415,0
17.8,0.0102,3.73479,7.56415,0
17.9,0.0102,3.73478,7.56415,0
18,0.0102,3.73478,7.56415,0
18.1,0.0102,3.73478,7.56416,0
18.2,0.0102,3.73478,7.56416,0
18.3,0.0102,3.73478,7.56416,0
18.4,0.0102,3.73478,7.56416,0
18.5,0.0102,3.73477,7.56416,0
18.6,0.0102,3.73477,7.56416,0
18.7,0.0102,3.73477,7.56416,0
18.8,0.0102,3.73477,7.56416,0
18.9,0.0102,3.73477,7.56417,0
19,0.0102,3.73477,7.56417,0
19.1,0.0102,3.73477,7.56417,0
19.2,0.0102,3.73476,7.56417,0
19.3,0.0102,3.73476,7.56417,0
19.4,0.0102,3.73476,7.56417,0
19.5,0.0102,3.73476,7.56417,0
19.6,0.0102,3.73476,7.56417,0
