Time (s),HB (mM),Glu (mM),pH,label
0.1,0.02028,4.50771,7.56938,1
0.2,0.02028,4.50774,7.56938,1
0.3,0.02028,4.50778,7.56938,1
0.4,0.02028,4.50781,7.56938,1
0.5,0.02028,4.50784,7.56938,1
0.6,0.02028,4.50788,7.56938,1
0.7,0.02028,4.50791,7.56938,1
0.8,0.02028,4.50794,7.56938,1
0.9,0.02029,4.50798,7.56938,1
1,0.02029,4.50801,7.56938,1
1.1,0.02029,4.50804,7.56938,1
1.2,0.02029,4.50808,7.56938,1
1.3,0.02029,4.50811,7.56938,1
1.4,0.02029,4.50814,7.56938,1
1.5,0.02029,4.50818,7.56938,1
1.6,0.02029,4.50821,7.56938,1
1.7,0.02029,4.50824,7.56938,1
1.8,0.02029,4.50828,7.56938,1
1.9,0.02029,4.50831,7.56939,1
2,0.02029,4.50835,7.56939,1
2.1,0.02029,4.50838,7.56939,1
2.2,0.02029,4.50842,7.56939,1
2.3,0.02029,4.50845,7.56939,1
2.4,0.02029,4.50849,7.56939,1
2.5,0.02029,4.50852,7.5694,1
2.6,0.02029,4.50855,7.5694,1
2.7,0.02029,4.50859,7.5694,1
2.8,0.02029,4.50862,7.5694,1
2.9,0.02029,4.50865,7.56941,1
3,0.02029,4.50869,7.56941,1
3.1,0.02029,4.50873,7.56941,1
3.2,0.02029,4.50876,7.56941,1
3.3,0.02029,4.50879,7.56941,1
3.4,0.02029,4.50882,7.56941,1
3.5,0.0203,4.50886,7.56941,1
3.6,0.0203,4.50889,7.56942,1
3.7,0.0203,4.50893,7.56942,1
3.8,0.0203,4.50896,7.56942,1
3.9,0.0203,4.50899,7.56942,1
4,0.0203,4.50903,7.56942,1
4.1,0.0203,4.50907,7.56942,1
4.2,0.0203,4.5091,7.56942,1
4.3,0.0203,4.50914,7.56942,1
4.4,0.0203,4.50917,7.56942,1
4.5,0.0203,4.5092,7.56942,1
4.6,0.0203,4.50924,7.56942,1
4.7,0.0203,4.50927,7.56942,1
4.8,0.0203,4.50931,7.56942,1
4.9,0.0203,4.50934,7.56942,1
5,0.0203,4.50937,7.56942,1
5.1,0.0203,4.50941,7.56942,1
5.2,0.0203,4.50944,7.56942,1
5.3,0.0203,4.50948,7.56942,1
5.4,0.0203,4.50951,7.56942,1
5.5,0.0203,4.50955,7.56942,1
5.6,0.0203,4.50958,7.56942,1
5.7,0.0203,4.50961,7.56943,1
5.8,0.02031,4.50965,7.56943,1
5.9,0.02031,4.50968,7.56943,1
6,0.02031,4.50972,7.56943,1
6.1,0.02031,4.50975,7.56943,1
6.2,0.02031,4.50979,7.56943,1
6.3,0.02031,4.50982,7.56943,1
6.4,0.02031,4.50986,7.56943,1
6.5,0.02031,4.50989,7.56943,1
6.6,0.02031,4.50993,7.56944,1
6.7,0.02031,4.50996,7.56944,1
6.8,0.02031,4.51,7.56944,1
6.9,0.02031,4.51003,7.56944,1
7,0.02031,4.51007,7.56945,1
7.1,0.02031,4.5101,7.56945,1
7.2,0.02031,4.51014,7.56945,1
7.3,0.02031,4.51017,7.56945,1
7.4,0.02031,4.51021,7.56946,1
7.5,0.02031,4.51025,7.56946,1
7.6,0.02031,4.51028,7.56946,1
7.7,0.02031,4.51031,7.56946,1
7.8,0.02031,4.51035,7.56946,1
7.9,0.02031,4.51038,7.56946,1
8,0.02031,4.51041,7.56946,1
8.1,0.02031,4.51045,7.56947,1
8.2,0.02031,4.51048,7.56947,1
8.3,0.02031,4.51052,7.56947,1
8.4,0.02031,4.51055,7.56947,1
8.5,0.02032,4.51058,7.56947,1
8.6,0.02032,4.51062,7.56947,1
8.7,0.02032,4.51065,7.56947,1
8.8,0.02032,4.51069,7.56947,1
8.9,0.02032,4.51072,7.56947,1
9,0.02032,4.51076,7.56947,1
9.1,0.02032,4.51079,7.56947,1
9.2,0.02032,4.51083,7.56946,1
9.3,0.02032,4.51087,7.56946,1
9.4,0.02032,4.5109,7.56946,1
9.5,0.02032,4.51094,7.56946,1
9.6,0.02032,4.51098,7.56946,1
9.7,0.02032,4.51101,7.56946,1
9.8,0.02032,4.51105,7.56946,1
9.9,0.02032,4.51108,7.56946,1
10,0.02032,4.51112,7.56946,1
10.1,0.02032,4.51116,7.56946,1
10.2,0.02032,4.5112,7.56946,1
10.3,0.02032,4.51124,7.56946,1
10.4,0.02032,4.51128,7.56945,1
10.5,0.02032,4.51131,7.56945,1
10.6,0.02032,4.51135,7.56945,1
10.7,0.02032,4.51138,7.56945,1
10.8,0.02032,4.51142,7.56945,1
10.9,0.02033,4.51145,7.56945,1
11,0.02033,4.51149,7.56945,1
11.1,0.02033,4.51153,7.56945,1
11.2,0.02033,4.51157,7.56945,1
11.3,0.02033,4.5116,7.56945,1
11.4,0.02033,4.51164,7.56946,1
11.5,0.02033,4.51167,7.56946,1
11.6,0.02033,4.51171,7.56946,1
11.7,0.02033,4.51175,7.56946,1
11.8,0.02033,4.51179,7.56946,1
11.9,0.02033,4.51182,7.56946,1
12,0.02033,4.51186,7.56946,1
12.1,0.02033,4.5119,7.56946,1
12.2,0.02033,4.51193,7.56946,1
12.3,0.02033,4.51197,7.56946,1
12.4,0.02033,4.512,7.56946,1
12.5,0.02033,4.51204,7.56946,1
12.6,0.02033,4.51208,7.56946,1
12.7,0.02033,4.51212,7.56946,1
12.8,0.02033,4.51215,7.56946,1
12.9,0.02033,4.51219,7.56946,1
13,0.02033,4.51222,7.56946,1
13.1,0.02033,4.51226,7.56946,1
13.2,0.02033,4.5123,7.56946,1
13.3,0.02033,4.51234,7.56946,1
13.4,0.02033,4.51237,7.56946,1
13.5,0.02034,4.51241,7.56946,1
13.6,0.02034,4.51245,7.56946,1
13.7,0.02034,4.51249,7.56946,1
13.8,0.02034,4.51253,7.56946,1
13.9,0.02034,4.51256,7.56946,1
14,0.02034,4.5126,7.56946,1
14.1,0.02034,4.51264,7.56946,1
14.2,0.02034,4.51268,7.56946,1
14.3,0.02034,4.51272,7.56946,1
14.4,0.02034,4.51276,7.56946,1
14.5,0.02034,4.5128,7.56946,1
14.6,0.02034,4.51284,7.56946,1
14.7,0.02034,4.51288,7.56946,1
14.8,0.02034,4.51292,7.56946,1
14.9,0.02034,4.51295,7.56946,1
15,0.02034,4.51299,7.56946,1
15.1,0.02034,4.51304,7.56946,1
15.2,0.02034,4.51307,7.56946,1
15.3,0.02034,4.51311,7.56947,1
15.4,0.02035,4.51315,7.56947,1
15.5,0.02035,4.51319,7.56947,1
15.6,0.02035,4.51323,7.56947,1
15.7,0.02035,4.51327,7.56947,1
15.8,0.02035,4.51331,7.56947,1
15.9,0.02035,4.51335,7.56948,1
16,0.02035,4.51338,7.56948,1
16.1,0.02035,4.51343,7.56948,1
16.2,0.02035,4.51346,7.56948,1
16.3,0.02035,4.5135,7.56948,1
16.4,0.02035,4.51354,7.56948,1
16.5,0.02035,4.51358,7.56948,1
16.6,0.02035,4.51362,7.56948,1
16.7,0.02035,4.51366,7.56949,1
16.8,0.02035,4.5137,7.56949,1
16.9,0.02035,4.51374,7.56949,1
17,0.02035,4.51378,7.56949,1
17.1,0.02035,4.51382,7.56949,1
17.2,0.02035,4.51386,7.56949,1
17.3,0.02035,4.5139,7.56949,1
17.4,0.02036,4.51394,7.5695,1
17.5,0.02036,4.51398,7.5695,1
17.6,0.02036,4.51401,7.5695,1
17.7,0.02036,4.51405,7.5695,1
17.8,0.02036,4.5141,7.5695,1
17.9,0.02036,4.51414,7.5695,1
18,0.02036,4.51418,7.56951,1
18.1,0.02036,4.51422,7.56951,1
18.2,0.02036,4.51426,7.56951,1
18.3,0.02036,4.5143,7.56951,1
18.4,0.02036,4.51434,7.56951,1
18.5,0.02036,4.51438,7.56952,1
18.6,0.02036,4.51442,7.56952,1
18.7,0.02036,4.51446,7.56952,1
18.8,0.02036,4.51451,7.56952,1
18.9,0.02037,4.51455,7.56952,1
19,0.02037,4.51459,7.56953,1
19.1,0.02037,4.51463,7.56953,1
19.2,0.02037,4.51467,7.56953,1
19.3,0.02037,4.51471,7.56953,1
19.4,0.02037,4.51476,7.56954,1
19.5,0.02037,4.51479,7.56954,1
19.6,0.02037,4.51484,7.56954,1
19.7,0.02037,4.51488,7.56954,1
19.8,0.02037,4.51492,7.56954,1
19.9,0.02037,4.51495,7.56954,1
20,0.02037,4.51499,7.56954,1
20.1,0.02037,4.51503,7.56954,1
20.2,0.02037,4.51508,7.56954,1
20.3,0.02037,4.51512,7.56955,1
20.4,0.02037,4.51515,7.56955,1
20.5,0.02037,4.51518,7.56955,1
20.6,0.02037,4.51522,7.56955,1
20.7,0.02037,4.51527,7.56955,1
20.8,0.02037,4.51531,7.56955,1
20.9,0.02037,4.51534,7.56955,1
21,0.02038,4.51538,7.56955,1
21.1,0.02038,4.51542,7.56955,1
21.2,0.02038,4.51546,7.56955,1
21.3,0.02038,4.5155,7.56955,1
21.4,0.02038,4.51554,7.56955,1
21.5,0.02038,4.51557,7.56956,1
21.6,0.02038,4.51562,7.56956,1
21.7,0.02038,4.51565,7.56956,1
21.8,0.02038,4.51569,7.56956,1
21.9,0.02038,4.51573,7.56956,1
22,0.02038,4.51578,7.56956,1
22.1,0.02038,4.51582,7.56956,1
22.2,0.02038,4.51586,7.56957,1
22.3,0.02038,4.51589,7.56957,1
22.4,0.02038,4.51593,7.56957,1
22.5,0.02038,4.51597,7.56957,1
22.6,0.02038,4.51602,7.56957,1
22.7,0.02038,4.51605,7.56957,1
22.8,0.02038,4.5161,7.56958,1
22.9,0.02038,4.51614,7.56958,1
23,0.02038,4.51618,7.56958,1
23.1,0.02039,4.51623,7.56958,1
23.2,0.02039,4.51626,7.56958,1
23.3,0.02039,4.5163,7.56958,1
23.4,0.02039,4.51634,7.56958,1
23.5,0.02039,4.51638,7.56958,1
23.6,0.02039,4.51643,7.56958,1
23.7,0.02039,4.51646,7.56958,1
23.8,0.02039,4.5165,7.56958,1
23.9,0.02039,4.51655,7.56958,1
24,0.02039,4.51659,7.56958,1
24.1,0.02039,4.51663,7.56958,1
24.2,0.02039,4.51667,7.56958,1
24.3,0.02039,4.51671,7.56958,1
24.4,0.02039,4.51675,7.56958,1
24.5,0.02039,4.5168,7.56958,1
24.6,0.02039,4.51684,7.56958,1
24.7,0.02039,4.51688,7.56957,1
24.8,0.02039,4.51693,7.56957,1
24.9,0.02039,4.51697,7.56957,1
25,0.02039,4.51701,7.56957,1
25.1,0.02039,4.51706,7.56957,1
25.2,0.02039,4.5171,7.56957,1
25.3,0.02039,4.51714,7.56957,1
25.4,0.02038,4.51719,7.56957,1
25.5,0.02038,4.51723,7.56957,1
25.6,0.02038,4.51727,7.56957,1
25.7,0.02038,4.51732,7.56957,1
25.8,0.02038,4.51736,7.56956,1
25.9,0.02038,4.51741,7.56956,1
26,0.02038,4.51745,7.56956,1
26.1,0.02038,4.5175,7.56956,1
26.2,0.02038,4.51754,7.56957,1
26.3,0.02038,4.51758,7.56957,1
26.4,0.02038,4.51763,7.56957,1
26.5,0.02038,4.51767,7.56957,1
26.6,0.02038,4.51771,7.56957,1
26.7,0.02038,4.51775,7.56957,1
26.8,0.02038,4.5178,7.56957,1
26.9,0.02038,4.51784,7.56958,1
27,0.02038,4.51788,7.56958,1
27.1,0.02038,4.51792,7.56958,1
27.2,0.02038,4.51796,7.56958,1
27.3,0.02038,4.518,7.56958,1
27.4,0.02038,4.51805,7.56958,1
27.5,0.02038,4.51809,7.56958,1
27.6,0.02039,4.51813,7.56958,1
27.7,0.02039,4.51817,7.56958,1
27.8,0.02039,4.51821,7.56958,1
27.9,0.02039,4.51825,7.56958,1
28,0.02039,4.5183,7.56958,1
28.1,0.02039,4.51834,7.56958,1
28.2,0.02039,4.51838,7.56958,1
28.3,0.02039,4.51843,7.56958,1
28.4,0.02039,4.51847,7.56958,1
28.5,0.02039,4.51851,7.56958,1
28.6,0.02039,4.51856,7.56958,1
28.7,0.02039,4.5186,7.56958,1
28.8,0.02039,4.51864,7.56958,1
28.9,0.02039,4.51869,7.56958,1
29,0.02039,4.51873,7.56958,1
29.1,0.02039,4.51878,7.56958,1
29.2,0.02039,4.51882,7.56958,1
29.3,0.02039,4.51886,7.56958,1
29.4,0.0204,4.5189,7.56958,1
29.5,0.0204,4.51895,7.56958,1
29.6,0.0204,4.51899,7.56958,1
29.7,0.0204,4.51904,7.56958,1
29.8,0.0204,4.51908,7.56958,1
29.9,0.0204,4.51912,7.56958,1
30,0.0204,4.51917,7.56958,1
30.1,0.0204,4.51921,7.56958,1
30.2,0.0204,4.51926,7.56958,1
30.3,0.0204,4.5193,7.56958,1
30.4,0.0204,4.51934,7.56958,1
30.5,0.0204,4.51939,7.56958,1
30.6,0.0204,4.51943,7.56958,1
30.7,0.0204,4.51948,7.56958,1
30.8,0.0204,4.51952,7.56958,1
30.9,0.02041,4.51956,7.56958,1
31,0.02041,4.51961,7.56958,1
31.1,0.02041,4.51965,7.56958,1
31.2,0.02041,4.5197,7.56958,1
31.3,0.02041,4.51975,7.56958,1
31.4,0.02041,4.51979,7.56958,1
31.5,0.02041,4.51983,7.56958,1
31.6,0.02041,4.51988,7.56958,1
31.7,0.02041,4.51992,7.56958,1
31.8,0.02041,4.51997,7.56958,1
31.9,0.02041,4.52001,7.56958,1
32,0.02042,4.52005,7.56958,1
32.1,0.02042,4.5201,7.56958,1
32.2,0.02042,4.52014,7.56958,1
32.3,0.02042,4.52019,7.56958,1
32.4,0.02042,4.52023,7.56958,1
32.5,0.02042,4.52028,7.56958,1
32.6,0.02042,4.52032,7.56958,1
32.7,0.02042,4.52037,7.56958,1
32.8,0.02042,4.52041,7.56958,1
32.9,0.02042,4.52045,7.56958,1
33,0.02042,4.5205,7.56957,1
33.1,0.02043,4.52054,7.56957,1
33.2,0.02043,4.52059,7.56957,1
33.3,0.02043,4.52063,7.56957,1
33.4,0.02043,4.52067,7.56957,1
33.5,0.02043,4.52071,7.56957,1
33.6,0.02043,4.52076,7.56957,1
33.7,0.02043,4.52081,7.56957,1
33.8,0.02043,4.52085,7.56956,1
33.9,0.02043,4.52089,7.56956,1
34,0.02043,4.52093,7.56956,1
34.1,0.02043,4.52098,7.56956,1
34.2,0.02043,4.52102,7.56956,1
34.3,0.02044,4.52106,7.56956,1
34.4,0.02044,4.5211,7.56956,1
34.5,0.02044,4.52115,7.56956,1
