Time (s),HB (mM),Glu (mM),pH,label
0.1,0.0065,5.58102,7.57011,0
0.2,0.0065,5.57656,7.57176,0
0.3,0.0065,5.57212,7.57176,0
0.4,0.0065,5.56771,7.57176,0
0.5,0.0065,5.56332,7.57176,0
0.6,0.0065,5.55895,7.57176,0
0.7,0.0065,5.5546,7.57176,0
0.8,0.0065,5.55028,7.57176,0
0.9,0.0065,5.54597,7.57176,0
1,0.0065,5.54169,7.57176,0
1.1,0.0065,5.53743,7.57176,0
1.2,0.0065,5.53318,7.57176,0
1.3,0.0065,5.52897,7.57176,0
1.4,0.0065,5.52477,7.57176,0
1.5,0.0065,5.52059,7.57176,0
1.6,0.0065,5.51643,7.57176,0
1.7,0.0065,5.5123,7.57176,0
1.8,0.0065,5.50819,7.57344,0
1.9,0.0065,5.50409,7.57176,0
2,0.0065,5.50002,7.57344,0
2.1,0.00651,5.49597,7.57176,0
2.2,0.00651,5.49194,7.57176,0
2.3,0.00651,5.48793,7.57176,0
2.4,0.00651,5.48394,7.57176,0
2.5,0.00651,5.47997,7.57176,0
2.6,0.00651,5.47602,7.57176,0
2.7,0.00651,5.47209,7.57176,0
2.8,0.00651,5.46818,7.57176,0
2.9,0.00651,5.46429,7.57176,0
3,0.00651,5.46043,7.57176,0
3.1,0.00651,5.45658,7.57176,0
3.2,0.00651,5.45275,7.57176,0
3.3,0.00651,5.44894,7.57176,0
3.4,0.00652,5.44515,7.57344,0
3.5,0.00652,5.44138,7.57176,0
3.6,0.00652,5.43764,7.57176,0
3.7,0.00652,5.43391,7.57176,0
3.8,0.00652,5.4302,7.57176,0
3.9,0.00652,5.42651,7.57176,0
4,0.00652,5.42284,7.57176,0
4.1,0.00652,5.41918,7.57176,0
4.2,0.00652,5.41555,7.57176,0
4.3,0.00652,5.41194,7.57176,0
4.4,0.00653,5.40835,7.57176,0
4.5,0.00653,5.40477,7.57176,0
4.6,0.00653,5.40122,7.57344,0
4.7,0.00653,5.39768,7.57176,0
4.8,0.00653,5.39416,7.57176,0
4.9,0.00653,5.39066,7.57176,0
5,0.00653,5.38718,7.57176,0
5.1,0.00653,5.38372,7.57176,0
5.2,0.00653,5.38028,7.57176,0
5.3,0.00654,5.37685,7.57176,0
5.4,0.00654,5.37345,7.57176,0
5.5,0.00654,5.37006,7.57176,0
5.6,0.00654,5.36669,7.57176,0
5.7,0.00654,5.36334,7.57176,0
5.8,0.00654,5.36001,7.57176,0
5.9,0.00654,5.3567,7.57176,0
6,0.00655,5.3534,7.57176,0
6.1,0.00655,5.35012,7.57176,0
6.2,0.00655,5.34686,7.57176,0
6.3,0.00655,5.34362,7.57176,0
6.4,0.00655,5.3404,7.57176,0
6.5,0.00655,5.33719,7.57176,0
6.6,0.00655,5.334,7.57176,0
6.7,0.00656,5.33083,7.57176,0
6.8,0.00656,5.32768,7.57176,0
6.9,0.00656,5.32454,7.57176,0
7,0.00656,5.32143,7.57176,0
7.1,0.00656,5.31833,7.57176,0
7.2,0.00656,5.31524,7.57176,0
7.3,0.00657,5.31218,7.57176,0
7.4,0.00657,5.30913,7.57176,0
7.5,0.00657,5.3061,7.57176,0
7.6,0.00657,5.30308,7.57176,0
7.7,0.00657,5.30009,7.57176,0
7.8,0.00657,5.29711,7.57176,0
7.9,0.00658,5.29414,7.57176,0
