Time (s),HB (mM),Glu (mM),pH,label
0.1,0.0269,3.74745,7.60013,0
0.2,0.0269,3.74739,7.60014,0
0.3,0.0269,3.74734,7.60014,0
0.4,0.0269,3.74728,7.60015,0
0.5,0.02691,3.74722,7.60016,0
0.6,0.02691,3.74716,7.60016,0
0.7,0.02691,3.74711,7.60017,0
0.8,0.02691,3.74705,7.60018,0
0.9,0.02692,3.74699,7.60019,0
1,0.02692,3.74693,7.6002,0
1.1,0.02692,3.74688,7.60021,0
1.2,0.02692,3.74682,7.60023,0
1.3,0.02693,3.74676,7.60024,0
1.4,0.02693,3.74671,7.60025,0
1.5,0.02693,3.74665,7.60027,0
1.6,0.02694,3.74659,7.60028,0
1.7,0.02694,3.74654,7.6003,0
1.8,0.02694,3.74648,7.60032,0
1.9,0.02694,3.74643,7.60034,0
2,0.02695,3.74637,7.60036,0
2.1,0.02695,3.74632,7.60037,0
2.2,0.02695,3.74627,7.60039,0
2.3,0.02696,3.74622,7.60041,0
2.4,0.02696,3.74616,7.60043,0
2.5,0.02696,3.74611,7.60044,0
2.6,0.02696,3.74606,7.60046,0
2.7,0.02697,3.74601,7.60047,0
2.8,0.02697,3.74596,7.60049,0
2.9,0.02697,3.74592,7.6005,0
3,0.02698,3.74587,7.60052,0
3.1,0.02698,3.74582,7.60053,0
3.2,0.02698,3.74577,7.60054,0
3.3,0.02698,3.74572,7.60055,0
3.4,0.02699,3.74566,7.60056,0
3.5,0.02699,3.7456,7.60057,0
3.6,0.02699,3.74554,7.60058,0
3.7,0.027,3.74548,7.60059,0
3.8,0.027,3.74542,7.6006,0
3.9,0.027,3.74535,7.60061,0
4,0.027,3.74528,7.60061,0
4.1,0.02701,3.74522,7.60062,0
4.2,0.02701,3.74515,7.60063,0
4.3,0.02701,3.74508,7.60064,0
4.4,0.02701,3.74502,7.60065,0
4.5,0.02702,3.74495,7.60066,0
4.6,0.02702,3.74488,7.60067,0
4.7,0.02702,3.74481,7.60068,0
4.8,0.02703,3.74475,7.6007,0
4.9,0.02703,3.74468,7.60071,0
5,0.02703,3.74461,7.60072,0
5.1,0.02704,3.74455,7.60074,0
5.2,0.02704,3.74448,7.60075,0
5.3,0.02704,3.74442,7.60077,0
5.4,0.02705,3.74435,7.60078,0
5.5,0.02705,3.74429,7.60079,0
5.6,0.02705,3.74422,7.60081,0
5.7,0.02706,3.74415,7.60083,0
5.8,0.02706,3.74409,7.60085,0
5.9,0.02706,3.74402,7.60087,0
6,0.02706,3.74396,7.60089,0
6.1,0.02707,3.7439,7.60091,0
6.2,0.02707,3.74384,7.60093,0
6.3,0.02707,3.74378,7.60095,0
6.4,0.02708,3.74372,7.60096,0
6.5,0.02708,3.74366,7.60098,0
6.6,0.02708,3.7436,7.601,0
6.7,0.02708,3.74355,7.60102,0
6.8,0.02709,3.74349,7.60103,0
6.9,0.02709,3.74342,7.60105,0
7,0.02709,3.74336,7.60107,0
7.1,0.0271,3.74329,7.60108,0
7.2,0.0271,3.74322,7.60109,0
7.3,0.0271,3.74314,7.6011,0
7.4,0.02711,3.74307,7.60111,0
7.5,0.02711,3.74299,7.60112,0
7.6,0.02711,3.74291,7.60112,0
7.7,0.02712,3.74282,7.60113,0
7.8,0.02712,3.74274,7.60113,0
7.9,0.02712,3.74266,7.60113,0
8,0.02713,3.74257,7.60114,0
8.1,0.02713,3.74248,7.60114,0
8.2,0.02713,3.7424,7.60114,0
8.3,0.02713,3.74231,7.60115,0
8.4,0.02714,3.74223,7.60115,0
8.5,0.02714,3.74214,7.60115,0
8.6,0.02715,3.74205,7.60116,0
8.7,0.02715,3.74196,7.60116,0
8.8,0.02715,3.74187,7.60116,0
8.9,0.02716,3.74178,7.60116,0
9,0.02716,3.74169,7.60116,0
9.1,0.02716,3.7416,7.60116,0
9.2,0.02717,3.74151,7.60117,0
9.3,0.02717,3.74142,7.60117,0
9.4,0.02717,3.74133,7.60117,0
9.5,0.02718,3.74124,7.60117,0
9.6,0.02718,3.74116,7.60117,0
9.7,0.02719,3.74107,7.60117,0
9.8,0.02719,3.74099,7.60117,0
9.9,0.02719,3.74091,7.60117,0
10,0.0272,3.74084,7.60117,0
10.1,0.0272,3.74076,7.60117,0
10.2,0.0272,3.74068,7.60117,0
10.3,0.02721,3.74061,7.60117,0
10.4,0.02721,3.74053,7.60117,0
10.5,0.02721,3.74046,7.60117,0
10.6,0.02722,3.74038,7.60117,0
10.7,0.02722,3.7403,7.60117,0
10.8,0.02722,3.74022,7.60117,0
10.9,0.02723,3.74014,7.60117,0
11,0.02723,3.74005,7.60117,0
11.1,0.02723,3.73997,7.60117,0
11.2,0.02724,3.73988,7.60116,0
11.3,0.02724,3.73979,7.60116,0
11.4,0.02724,3.7397,7.60116,0
11.5,0.02725,3.73961,7.60115,0
11.6,0.02725,3.73952,7.60114,0
11.7,0.02725,3.73943,7.60113,0
11.8,0.02726,3.73935,7.60112,0
11.9,0.02726,3.73926,7.60111,0
12,0.02726,3.73919,7.6011,0
12.1,0.02727,3.73911,7.60109,0
12.2,0.02727,3.73903,7.60108,0
12.3,0.02727,3.73896,7.60107,0
12.4,0.02728,3.73889,7.60106,0
12.5,0.02728,3.73881,7.60105,0
12.6,0.02728,3.73874,7.60104,0
12.7,0.02729,3.73867,7.60103,0
12.8,0.02729,3.73859,7.60102,0
12.9,0.0273,3.73852,7.60101,0
13,0.0273,3.73844,7.601,0
13.1,0.0273,3.73836,7.60099,0
13.2,0.02731,3.73829,7.60098,0
13.3,0.02731,3.73822,7.60097,0
13.4,0.02732,3.73815,7.60096,0
13.5,0.02732,3.73808,7.60094,0
13.6,0.02732,3.73802,7.60093,0
13.7,0.02733,3.73795,7.60092,0
13.8,0.02733,3.73789,7.60092,0
13.9,0.02734,3.73782,7.60091,0
14,0.02734,3.73775,7.6009,0
14.1,0.02734,3.73769,7.60089,0
14.2,0.02735,3.73762,7.60089,0
14.3,0.02735,3.73755,7.60088,0
14.4,0.02735,3.73747,7.60088,0
14.5,0.02735,3.7374,7.60087,0
14.6,0.02736,3.73732,7.60087,0
14.7,0.02736,3.73724,7.60086,0
14.8,0.02737,3.73717,7.60086,0
14.9,0.02737,3.73709,7.60085,0
15,0.02737,3.73701,7.60084,0
15.1,0.02738,3.73693,7.60084,0
15.2,0.02738,3.73685,7.60084,0
15.3,0.02738,3.73676,7.60083,0
15.4,0.02739,3.73668,7.60083,0
15.5,0.02739,3.73659,7.60082,0
15.6,0.02739,3.73651,7.60081,0
15.7,0.0274,3.73643,7.60081,0
15.8,0.0274,3.73635,7.6008,0
15.9,0.0274,3.73627,7.60079,0
16,0.02741,3.73619,7.60078,0
16.1,0.02741,3.73611,7.60077,0
16.2,0.02742,3.73604,7.60076,0
16.3,0.02742,3.73596,7.60075,0
16.4,0.02742,3.73588,7.60075,0
16.5,0.02743,3.7358,7.60074,0
16.6,0.02743,3.73571,7.60073,0
16.7,0.02743,3.73563,7.60073,0
16.8,0.02744,3.73555,7.60072,0
16.9,0.02744,3.73547,7.60072,0
17,0.02745,3.73539,7.60071,0
17.1,0.02745,3.73532,7.6007,0
17.2,0.02745,3.73524,7.6007,0
17.3,0.02746,3.73516,7.6007,0
17.4,0.02746,3.73509,7.60069,0
17.5,0.02746,3.73501,7.60069,0
17.6,0.02747,3.73493,7.60069,0
17.7,0.02747,3.73485,7.60068,0
17.8,0.02747,3.73478,7.60068,0
17.9,0.02748,3.7347,7.60068,0
18,0.02748,3.73462,7.60068,0
18.1,0.02748,3.73455,7.60068,0
18.2,0.02749,3.73447,7.60067,0
18.3,0.02749,3.73439,7.60067,0
18.4,0.02749,3.73431,7.60067,0
18.5,0.0275,3.73423,7.60067,0
18.6,0.0275,3.73414,7.60067,0
18.7,0.0275,3.73406,7.60068,0
18.8,0.02751,3.73397,7.60068,0
18.9,0.02751,3.73389,7.60068,0
19,0.02752,3.7338,7.60069,0
19.1,0.02752,3.73372,7.60069,0
19.2,0.02752,3.73363,7.60069,0
19.3,0.02753,3.73355,7.6007,0
19.4,0.02753,3.73347,7.6007,0
19.5,0.02754,3.73339,7.6007,0
19.6,0.02754,3.73331,7.6007,0
19.7,0.02754,3.73324,7.6007,0
19.8,0.02755,3.73317,7.6007,0
19.9,0.02755,3.73309,7.6007,0
20,0.02755,3.73302,7.6007,0
20.1,0.02756,3.73294,7.6007,0
20.2,0.02756,3.73286,7.6007,0
20.3,0.02757,3.73278,7.6007,0
20.4,0.02757,3.73271,7.60069,0
20.5,0.02757,3.73263,7.60069,0
20.6,0.02758,3.73256,7.60069,0
20.7,0.02758,3.73248,7.60069,0
20.8,0.02758,3.7324,7.60069,0
20.9,0.02759,3.73233,7.60069,0
21,0.02759,3.73225,7.60068,0
21.1,0.0276,3.73218,7.60069,0
21.2,0.0276,3.73211,7.60069,0
21.3,0.0276,3.73203,7.60069,0
21.4,0.02761,3.73196,7.60069,0
21.5,0.02761,3.73188,7.60069,0
21.6,0.02761,3.73181,7.60069,0
21.7,0.02762,3.73174,7.60069,0
21.8,0.02762,3.73166,7.60069,0
21.9,0.02762,3.73159,7.6007,0
22,0.02763,3.73151,7.6007,0
22.1,0.02763,3.73143,7.6007,0
22.2,0.02763,3.73134,7.60071,0
22.3,0.02764,3.73126,7.60071,0
22.4,0.02764,3.73117,7.60072,0
22.5,0.02765,3.73109,7.60072,0
22.6,0.02765,3.731,7.60073,0
22.7,0.02765,3.73092,7.60074,0
22.8,0.02766,3.73083,7.60074,0
22.9,0.02766,3.73074,7.60075,0
23,0.02766,3.73065,7.60076,0
23.1,0.02767,3.73057,7.60077,0
23.2,0.02767,3.73048,7.60078,0
23.3,0.02768,3.73039,7.60079,0
23.4,0.02768,3.73031,7.6008,0
23.5,0.02768,3.73023,7.60081,0
23.6,0.02769,3.73014,7.60081,0
23.7,0.02769,3.73006,7.60082,0
23.8,0.0277,3.72998,7.60083,0
23.9,0.0277,3.7299,7.60084,0
24,0.0277,3.72983,7.60085,0
24.1,0.02771,3.72976,7.60085,0
24.2,0.02771,3.72969,7.60086,0
24.3,0.02772,3.72962,7.60087,0
24.4,0.02772,3.72955,7.60087,0
24.5,0.02772,3.72948,7.60088,0
24.6,0.02773,3.72941,7.60089,0
24.7,0.02773,3.72935,7.60089,0
24.8,0.02774,3.72928,7.6009,0
24.9,0.02774,3.72921,7.60091,0
25,0.02774,3.72914,7.60092,0
25.1,0.02775,3.72908,7.60092,0
25.2,0.02775,3.72901,7.60093,0
25.3,0.02776,3.72895,7.60094,0
25.4,0.02776,3.72888,7.60094,0
25.5,0.02776,3.72881,7.60095,0
25.6,0.02777,3.72874,7.60095,0
25.7,0.02777,3.72867,7.60096,0
25.8,0.02777,3.7286,7.60096,0
25.9,0.02778,3.72852,7.60097,0
26,0.02778,3.72845,7.60098,0
26.1,0.02779,3.72837,7.60099,0
26.2,0.02779,3.72829,7.601,0
26.3,0.02779,3.72821,7.60101,0
26.4,0.0278,3.72813,7.60103,0
26.5,0.0278,3.72804,7.60104,0
26.6,0.0278,3.72796,7.60105,0
26.7,0.02781,3.72788,7.60106,0
26.8,0.02781,3.7278,7.60107,0
26.9,0.02782,3.72771,7.60109,0
27,0.02782,3.72763,7.6011,0
27.1,0.02782,3.72755,7.60111,0
27.2,0.02783,3.72747,7.60112,0
27.3,0.02783,3.72738,7.60113,0
27.4,0.02783,3.7273,7.60114,0
27.5,0.02784,3.72722,7.60116,0
27.6,0.02784,3.72714,7.60117,0
27.7,0.02785,3.72706,7.60119,0
27.8,0.02785,3.72698,7.6012,0
27.9,0.02785,3.7269,7.60121,0
28,0.02786,3.72683,7.60122,0
28.1,0.02786,3.72675,7.60123,0
28.2,0.02787,3.72667,7.60123,0
28.3,0.02787,3.7266,7.60124,0
28.4,0.02787,3.72652,7.60124,0
28.5,0.02788,3.72645,7.60125,0
28.6,0.02788,3.72638,7.60125,0
28.7,0.02789,3.72631,7.60126,0
28.8,0.02789,3.72624,7.60126,0
28.9,0.02789,3.72617,7.60126,0
29,0.0279,3.7261,7.60126,0
29.1,0.0279,3.72604,7.60126,0
29.2,0.0279,3.72597,7.60127,0
29.3,0.02791,3.7259,7.60126,0
29.4,0.02791,3.72583,7.60126,0
29.5,0.02792,3.72576,7.60126,0
29.6,0.02792,3.72569,7.60126,0
29.7,0.02792,3.72561,7.60126,0
