Time (s),HB (mM),Glu (mM),pH,label
0.1,0.0372,3.24503,7.56795,2
0.2,0.03718,3.24504,7.56795,2
0.3,0.03715,3.24505,7.56794,2
0.4,0.03713,3.24506,7.56794,2
0.5,0.03711,3.24508,7.56794,2
0.6,0.03708,3.24509,7.56794,2
0.7,0.03706,3.24511,7.56794,2
0.8,0.03703,3.24512,7.56793,2
0.9,0.03701,3.24512,7.56793,2
1,0.03698,3.24512,7.56793,2
1.1,0.03696,3.24513,7.56793,2
1.2,0.03694,3.24514,7.56793,2
1.3,0.03691,3.24516,7.56793,2
1.4,0.03688,3.24517,7.56792,2
1.5,0.03686,3.24518,7.56792,2
1.6,0.03683,3.2452,7.56792,2
1.7,0.03681,3.24522,7.56792,2
1.8,0.03678,3.24524,7.56792,2
1.9,0.03676,3.24525,7.56792,2
2,0.03673,3.24525,7.56791,2
2.1,0.0367,3.24526,7.56791,2
2.2,0.03668,3.24528,7.56791,2
2.3,0.03665,3.2453,7.56791,2
2.4,0.03663,3.24532,7.56791,2
2.5,0.0366,3.24534,7.56791,2
2.6,0.03657,3.24536,7.5679,2
2.7,0.03655,3.24538,7.5679,2
2.8,0.03652,3.2454,7.5679,2
2.9,0.03649,3.24542,7.5679,2
3,0.03647,3.24544,7.5679,2
3.1,0.03644,3.24544,7.56789,2
3.2,0.03641,3.24545,7.56789,2
3.3,0.03639,3.24546,7.56789,2
3.4,0.03636,3.24547,7.56789,2
3.5,0.03634,3.24548,7.56789,2
3.6,0.03632,3.24549,7.56789,2
3.7,0.0363,3.2455,7.56788,2
3.8,0.03627,3.24551,7.56788,2
3.9,0.03624,3.24553,7.56788,2
4,0.03621,3.24554,7.56788,2
4.1,0.03619,3.24554,7.56788,2
4.2,0.03616,3.24555,7.56788,2
4.3,0.03613,3.24556,7.56787,2
4.4,0.03611,3.24557,7.56787,2
4.5,0.03608,3.24559,7.56787,2
4.6,0.03605,3.24561,7.56787,2
4.7,0.03602,3.24563,7.56787,2
4.8,0.03599,3.24564,7.56787,2
4.9,0.03597,3.24565,7.56786,2
5,0.03594,3.24565,7.56786,2
5.1,0.03591,3.24566,7.56786,2
5.2,0.03588,3.24568,7.56786,2
5.3,0.03585,3.24569,7.56786,2
5.4,0.03582,3.24571,7.56785,2
5.5,0.03579,3.24573,7.56785,2
5.6,0.03576,3.24575,7.56785,2
5.7,0.03574,3.24577,7.56785,2
5.8,0.03571,3.24579,7.56785,2
5.9,0.03568,3.24581,7.56784,2
6,0.03566,3.24582,7.56784,2
6.1,0.03563,3.24583,7.56784,2
6.2,0.03561,3.24585,7.56784,2
6.3,0.03559,3.24586,7.56784,2
6.4,0.03556,3.24587,7.56784,2
6.5,0.03554,3.24589,7.56783,2
6.6,0.03552,3.24591,7.56783,2
6.7,0.03549,3.24593,7.56783,2
6.8,0.03546,3.24595,7.56783,2
6.9,0.03543,3.24596,7.56783,2
