Time (s),HB (mM),Glu (mM),pH,label
0.1,0.01768,2.57539,7.41283,1
0.2,0.01768,2.57539,7.41283,1
0.3,0.01768,2.57539,7.41283,1
0.4,0.01768,2.57539,7.41283,1
0.5,0.01768,2.5754,7.41283,1
0.6,0.01768,2.5754,7.41283,1
0.7,0.01768,2.5754,7.41283,1
0.8,0.01768,2.5754,7.41283,1
0.9,0.01767,2.5754,7.41283,1
1,0.01767,2.5754,7.41283,1
1.1,0.01767,2.5754,7.41283,1
1.2,0.01767,2.5754,7.41283,1
1.3,0.01767,2.5754,7.41283,1
1.4,0.01767,2.5754,7.41283,1
1.5,0.01767,2.5754,7.41283,1
1.6,0.01767,2.5754,7.41283,1
1.7,0.01767,2.5754,7.41283,1
1.8,0.01767,2.5754,7.41283,1
1.9,0.01767,2.5754,7.41283,1
2,0.01767,2.57539,7.41283,1
2.1,0.01767,2.57539,7.41283,1
2.2,0.01766,2.57539,7.41283,1
2.3,0.01766,2.57539,7.41283,1
2.4,0.01766,2.57539,7.41283,1
2.5,0.01766,2.57539,7.41283,1
2.6,0.01766,2.57539,7.41283,1
2.7,0.01766,2.57539,7.41283,1
2.8,0.01766,2.57539,7.41283,1
2.9,0.01766,2.57539,7.41283,1
3,0.01766,2.57539,7.41283,1
3.1,0.01766,2.57539,7.41283,1
3.2,0.01766,2.57538,7.41283,1
3.3,0.01766,2.57538,7.41283,1
3.4,0.01765,2.57538,7.41283,1
3.5,0.01765,2.57538,7.41283,1
3.6,0.01765,2.57538,7.41283,1
3.7,0.01765,2.57538,7.41283,1
3.8,0.01765,2.57538,7.41283,1
3.9,0.01765,2.57537,7.41283,1
4,0.01765,2.57537,7.41283,1
4.1,0.01765,2.57537,7.41283,1
4.2,0.01765,2.57537,7.41283,1
4.3,0.01765,2.57537,7.41283,1
4.4,0.01765,2.57537,7.41283,1
4.5,0.01764,2.57537,7.41283,1
4.6,0.01764,2.57537,7.41283,1
4.7,0.01764,2.57537,7.41283,1
4.8,0.01764,2.57536,7.41283,1
4.9,0.01764,2.57536,7.41284,1
5,0.01764,2.57536,7.41284,1
5.1,0.01764,2.57536,7.41284,1
5.2,0.01764,2.57535,7.41284,1
5.3,0.01764,2.57535,7.41284,1
5.4,0.01764,2.57535,7.41284,1
5.5,0.01764,2.57535,7.41284,1
5.6,0.01763,2.57535,7.41284,1
5.7,0.01763,2.57534,7.41284,1
5.8,0.01763,2.57534,7.41284,1
5.9,0.01763,2.57534,7.41284,1
6,0.01763,2.57534,7.41284,1
6.1,0.01763,2.57534,7.41284,1
6.2,0.01763,2.57533,7.41284,1
6.3,0.01763,2.57533,7.41284,1
6.4,0.01763,2.57533,7.41284,1
6.5,0.01763,2.57533,7.41284,1
6.6,0.01762,2.57533,7.41284,1
6.7,0.01762,2.57532,7.41284,1
6.8,0.01762,2.57532,7.41284,1
6.9,0.01762,2.57532,7.41284,1
7,0.01762,2.57532,7.41284,1
7.1,0.01762,2.57532,7.41284,1
7.2,0.01762,2.57532,7.41284,1
7.3,0.01762,2.57532,7.41284,1
7.4,0.01762,2.57532,7.41284,1
7.5,0.01762,2.57532,7.41284,1
7.6,0.01761,2.57532,7.41284,1
7.7,0.01761,2.57532,7.41284,1
7.8,0.01761,2.57532,7.41284,1
7.9,0.01761,2.57532,7.41284,1
8,0.01761,2.57531,7.41284,1
8.1,0.01761,2.57531,7.41284,1
8.2,0.01761,2.57531,7.41284,1
8.3,0.01761,2.57531,7.41284,1
8.4,0.01761,2.57531,7.41284,1
8.5,0.0176,2.57531,7.41284,1
8.6,0.0176,2.57531,7.41284,1
