Time (s),HB (mM),Glu (mM),pH,label
0.1,0.14456,2.55497,7.49668,1
0.2,0.14457,2.55498,7.49668,1
0.3,0.14457,2.55499,7.49669,1
0.4,0.14457,2.555,7.49669,1
0.5,0.14458,2.55502,7.49669,1
0.6,0.14458,2.55503,7.49669,1
0.7,0.14458,2.55504,7.4967,1
0.8,0.14458,2.55505,7.4967,1
0.9,0.14459,2.55506,7.4967,1
1,0.14459,2.55507,7.4967,1
1.1,0.14459,2.55508,7.49671,1
1.2,0.1446,2.55509,7.49671,1
1.3,0.1446,2.5551,7.49671,1
1.4,0.1446,2.55511,7.49671,1
1.5,0.14461,2.55512,7.49672,1
1.6,0.14461,2.55513,7.49672,1
1.7,0.14461,2.55514,7.49672,1
1.8,0.14462,2.55515,7.49672,1
1.9,0.14462,2.55515,7.49672,1
2,0.14462,2.55516,7.49673,1
2.1,0.14462,2.55517,7.49673,1
2.2,0.14463,2.55518,7.49673,1
2.3,0.14463,2.55519,7.49673,1
2.4,0.14463,2.5552,7.49673,1
2.5,0.14464,2.55521,7.49674,1
2.6,0.14464,2.55522,7.49674,1
2.7,0.14464,2.55523,7.49674,1
2.8,0.14465,2.55523,7.49674,1
2.9,0.14465,2.55524,7.49674,1
3,0.14465,2.55525,7.49675,1
3.1,0.14466,2.55526,7.49675,1
3.2,0.14466,2.55527,7.49675,1
3.3,0.14466,2.55528,7.49675,1
3.4,0.14467,2.55529,7.49675,1
3.5,0.14467,2.55529,7.49675,1
3.6,0.14468,2.5553,7.49675,1
3.7,0.14468,2.55531,7.49676,1
3.8,0.14468,2.55532,7.49676,1
3.9,0.14469,2.55532,7.49676,1
4,0.14469,2.55533,7.49676,1
4.1,0.14469,2.55534,7.49676,1
4.2,0.1447,2.55535,7.49676,1
4.3,0.1447,2.55535,7.49676,1
4.4,0.1447,2.55536,7.49677,1
4.5,0.14471,2.55537,7.49677,1
4.6,0.14471,2.55537,7.49677,1
4.7,0.14471,2.55538,7.49677,1
4.8,0.14472,2.55539,7.49678,1
4.9,0.14472,2.55539,7.49678,1
5,0.14473,2.5554,7.49678,1
5.1,0.14473,2.55541,7.49679,1
5.2,0.14473,2.55542,7.49679,1
5.3,0.14474,2.55542,7.49679,1
5.4,0.14474,2.55543,7.4968,1
5.5,0.14474,2.55544,7.4968,1
5.6,0.14475,2.55544,7.4968,1
5.7,0.14475,2.55545,7.49681,1
5.8,0.14475,2.55546,7.49681,1
5.9,0.14476,2.55547,7.49681,1
6,0.14476,2.55547,7.49681,1
6.1,0.14477,2.55548,7.49682,1
6.2,0.14477,2.55549,7.49682,1
6.3,0.14477,2.55549,7.49682,1
6.4,0.14478,2.5555,7.49682,1
6.5,0.14478,2.55551,7.49683,1
6.6,0.14479,2.55551,7.49683,1
6.7,0.14479,2.55552,7.49683,1
6.8,0.14479,2.55553,7.49683,1
6.9,0.1448,2.55554,7.49684,1
7,0.1448,2.55554,7.49684,1
7.1,0.14481,2.55555,7.49685,1
7.2,0.14481,2.55556,7.49685,1
7.3,0.14481,2.55556,7.49685,1
7.4,0.14482,2.55557,7.49686,1
7.5,0.14482,2.55558,7.49686,1
7.6,0.14483,2.55559,7.49687,1
7.7,0.14483,2.55559,7.49687,1
7.8,0.14483,2.5556,7.49687,1
7.9,0.14484,2.55561,7.49688,1
8,0.14484,2.55561,7.49688,1
8.1,0.14485,2.55562,7.49688,1
8.2,0.14485,2.55562,7.49689,1
8.3,0.14485,2.55563,7.49689,1
8.4,0.14486,2.55564,7.49689,1
8.5,0.14486,2.55564,7.4969,1
8.6,0.14487,2.55565,7.4969,1
8.7,0.14487,2.55565,7.49691,1
8.8,0.14488,2.55566,7.49691,1
8.9,0.14488,2.55567,7.49692,1
9,0.14488,2.55567,7.49692,1
9.1,0.14489,2.55568,7.49693,1
9.2,0.14489,2.55568,7.49693,1
9.3,0.1449,2.55569,7.49694,1
9.4,0.1449,2.5557,7.49694,1
9.5,0.1449,2.5557,7.49695,1
9.6,0.14491,2.55571,7.49695,1
9.7,0.14491,2.55572,7.49696,1
9.8,0.14492,2.55572,7.49696,1
9.9,0.14492,2.55573,7.49697,1
10,0.14493,2.55573,7.49697,1
10.1,0.14493,2.55574,7.49698,1
10.2,0.14494,2.55575,7.49698,1
10.3,0.14494,2.55575,7.49698,1
10.4,0.14494,2.55576,7.49699,1
10.5,0.14495,2.55576,7.49699,1
10.6,0.14495,2.55577,7.497,1
10.7,0.14496,2.55578,7.497,1
10.8,0.14496,2.55578,7.49701,1
10.9,0.14497,2.55579,7.49702,1
11,0.14497,2.55579,7.49702,1
11.1,0.14497,2.5558,7.49703,1
11.2,0.14498,2.5558,7.49703,1
11.3,0.14498,2.55581,7.49704,1
11.4,0.14499,2.55581,7.49704,1
11.5,0.14499,2.55582,7.49705,1
11.6,0.145,2.55582,7.49705,1
11.7,0.145,2.55583,7.49706,1
11.8,0.14501,2.55583,7.49706,1
11.9,0.14501,2.55584,7.49706,1
12,0.14501,2.55585,7.49707,1
12.1,0.14502,2.55585,7.49707,1
12.2,0.14502,2.55586,7.49708,1
12.3,0.14503,2.55586,7.49708,1
12.4,0.14503,2.55587,7.49709,1
12.5,0.14504,2.55587,7.49709,1
12.6,0.14504,2.55588,7.49709,1
12.7,0.14505,2.55588,7.4971,1
12.8,0.14505,2.55589,7.4971,1
12.9,0.14505,2.55589,7.49711,1
13,0.14506,2.5559,7.49711,1
13.1,0.14506,2.5559,7.49711,1
13.2,0.14507,2.55591,7.49712,1
13.3,0.14507,2.55591,7.49712,1
13.4,0.14508,2.55592,7.49713,1
13.5,0.14508,2.55592,7.49713,1
13.6,0.14509,2.55593,7.49713,1
13.7,0.14509,2.55593,7.49714,1
13.8,0.1451,2.55594,7.49714,1
13.9,0.1451,2.55594,7.49715,1
14,0.1451,2.55595,7.49715,1
14.1,0.14511,2.55596,7.49715,1
14.2,0.14511,2.55596,7.49716,1
14.3,0.14512,2.55597,7.49716,1
14.4,0.14512,2.55597,7.49717,1
14.5,0.14513,2.55598,7.49717,1
14.6,0.14513,2.55598,7.49718,1
14.7,0.14514,2.55599,7.49718,1
14.8,0.14514,2.55599,7.49719,1
14.9,0.14515,2.556,7.49719,1
15,0.14515,2.556,7.4972,1
15.1,0.14515,2.55601,7.4972,1
15.2,0.14516,2.55601,7.49721,1
15.3,0.14516,2.55602,7.49721,1
15.4,0.14517,2.55602,7.49722,1
15.5,0.14517,2.55603,7.49722,1
15.6,0.14518,2.55603,7.49723,1
15.7,0.14518,2.55604,7.49723,1
15.8,0.14519,2.55604,7.49723,1
15.9,0.14519,2.55605,7.49724,1
16,0.1452,2.55605,7.49724,1
16.1,0.1452,2.55606,7.49724,1
16.2,0.14521,2.55606,7.49725,1
16.3,0.14521,2.55607,7.49725,1
16.4,0.14521,2.55607,7.49726,1
16.5,0.14522,2.55608,7.49726,1
16.6,0.14522,2.55608,7.49726,1
16.7,0.14523,2.55609,7.49726,1
16.8,0.14523,2.55609,7.49727,1
16.9,0.14524,2.5561,7.49727,1
17,0.14524,2.5561,7.49727,1
17.1,0.14525,2.55611,7.49728,1
17.2,0.14525,2.55611,7.49728,1
17.3,0.14526,2.55612,7.49728,1
17.4,0.14526,2.55612,7.49728,1
17.5,0.14526,2.55613,7.49729,1
17.6,0.14527,2.55613,7.49729,1
17.7,0.14527,2.55614,7.49729,1
17.8,0.14528,2.55614,7.49729,1
17.9,0.14528,2.55615,7.4973,1
18,0.14529,2.55616,7.4973,1
18.1,0.14529,2.55616,7.4973,1
18.2,0.1453,2.55617,7.49731,1
18.3,0.1453,2.55617,7.49731,1
18.4,0.14531,2.55618,7.49731,1
18.5,0.14531,2.55618,7.49731,1
18.6,0.14531,2.55619,7.49732,1
18.7,0.14532,2.55619,7.49732,1
18.8,0.14532,2.5562,7.49732,1
18.9,0.14533,2.5562,7.49732,1
19,0.14533,2.55621,7.49733,1
19.1,0.14534,2.55621,7.49733,1
19.2,0.14534,2.55622,7.49733,1
19.3,0.14535,2.55622,7.49733,1
19.4,0.14535,2.55623,7.49734,1
19.5,0.14535,2.55623,7.49734,1
19.6,0.14536,2.55624,7.49734,1
19.7,0.14536,2.55624,7.49734,1
19.8,0.14537,2.55625,7.49735,1
19.9,0.14537,2.55625,7.49735,1
20,0.14538,2.55626,7.49735,1
20.1,0.14538,2.55626,7.49736,1
20.2,0.14538,2.55627,7.49736,1
20.3,0.14539,2.55627,7.49736,1
20.4,0.14539,2.55628,7.49737,1
