Time (s),HB (mM),Glu (mM),pH,label
1029.6,0.00433,5.57424,7.58683,0
1029.7,0.00433,5.57433,7.58683,0
1029.8,0.00433,5.57443,7.58683,0
1029.9,0.00433,5.57452,7.58683,0
1030,0.00433,5.57461,7.58515,0
1030.1,0.00433,5.5747,7.58515,0
1030.2,0.00433,5.5748,7.58683,0
1030.3,0.00433,5.57489,7.58515,0
1030.4,0.00433,5.57498,7.58683,0
1030.5,0.00433,5.57507,7.58683,0
1030.6,0.00433,5.57517,7.58683,0
1030.7,0.00433,5.57526,7.58683,0
1030.8,0.00433,5.57535,7.58515,0
1030.9,0.00433,5.57545,7.58683,0
1031,0.00433,5.57554,7.58515,0
1031.1,0.00433,5.57564,7.58515,0
1031.2,0.00433,5.57573,7.58683,0
1031.3,0.00433,5.57583,7.58515,0
1031.4,0.00432,5.57593,7.58515,0
1031.5,0.00432,5.57602,7.58515,0
1031.6,0.00432,5.57612,7.58515,0
1031.7,0.00432,5.57622,7.58515,0
1031.8,0.00432,5.57631,7.58683,0
1031.9,0.00432,5.57641,7.58515,0
1032,0.00432,5.57651,7.58515,0
1032.1,0.00432,5.5766,7.58683,0
1032.2,0.00432,5.5767,7.58683,0
1032.3,0.00432,5.57679,7.58515,0
1032.4,0.00432,5.57689,7.58683,0
1032.5,0.00432,5.57698,7.58683,0
1032.6,0.00432,5.57707,7.58515,0
1032.7,0.00432,5.57717,7.58515,0
1032.8,0.00432,5.57726,7.58515,0
1032.9,0.00432,5.57735,7.58515,0
1033,0.00432,5.57744,7.58683,0
1033.1,0.00432,5.57754,7.58515,0
1033.2,0.00432,5.57763,7.58683,0
1033.3,0.00432,5.57772,7.58683,0
1033.4,0.00432,5.57781,7.58683,0
1033.5,0.00432,5.5779,7.58683,0
1033.6,0.00432,5.57799,7.58515,0
1033.7,0.00432,5.57808,7.58515,0
1033.8,0.00432,5.57817,7.58515,0
1033.9,0.00432,5.57826,7.58515,0
1034,0.00432,5.57835,7.58515,0
1034.1,0.00432,5.57845,7.58515,0
1034.2,0.00432,5.57854,7.58515,0
1034.3,0.00432,5.57863,7.58515,0
1034.4,0.00432,5.57872,7.58683,0
1034.5,0.00432,5.57881,7.58515,0
1034.6,0.00432,5.5789,7.58683,0
1034.7,0.00432,5.579,7.58515,0
1034.8,0.00432,5.57909,7.58683,0
1034.9,0.00432,5.57918,7.58515,0
1035,0.00432,5.57928,7.58515,0
1035.1,0.00432,5.57937,7.58515,0
1035.2,0.00432,5.57946,7.58515,0
1035.3,0.00432,5.57955,7.58515,0
1035.4,0.00432,5.57964,7.58515,0
1035.5,0.00432,5.57973,7.58515,0
1035.6,0.00432,5.57982,7.58515,0
1035.7,0.00432,5.57991,7.58683,0
1035.8,0.00432,5.58,7.58515,0
1035.9,0.00432,5.5801,7.58515,0
1036,0.00432,5.58019,7.58515,0
1036.1,0.00432,5.58028,7.58683,0
1036.2,0.00432,5.58037,7.58683,0
1036.3,0.00432,5.58046,7.58515,0
1036.4,0.00432,5.58055,7.58515,0
1036.5,0.00431,5.58065,7.58515,0
1036.6,0.00431,5.58074,7.58515,0
1036.7,0.00431,5.58083,7.58515,0
1036.8,0.00431,5.58092,7.58515,0
1036.9,0.00431,5.58102,7.58515,0
1037,0.00431,5.58111,7.58515,0
1037.1,0.00431,5.5812,7.58515,0
1037.2,0.00431,5.5813,7.58515,0
1037.3,0.00431,5.58139,7.58515,0
1037.4,0.00431,5.58148,7.58515,0
1037.5,0.00431,5.58158,7.58515,0
1037.6,0.00431,5.58167,7.58683,0
1037.7,0.00431,5.58176,7.58515,0
1037.8,0.00431,5.58186,7.58515,0
1037.9,0.00431,5.58196,7.58683,0
1038,0.00431,5.58205,7.58683,0
1038.1,0.00431,5.58215,7.58683,0
1038.2,0.00431,5.58224,7.58683,0
1038.3,0.00431,5.58234,7.58683,0
1038.4,0.00431,5.58243,7.58683,0
1038.5,0.00431,5.58252,7.58683,0
1038.6,0.00431,5.58262,7.58515,0
1038.7,0.00431,5.58272,7.58683,0
1038.8,0.00431,5.58281,7.58515,0
1038.9,0.00431,5.58291,7.58515,0
1039,0.00431,5.58301,7.58515,0
1039.1,0.00431,5.58311,7.58683,0
1039.2,0.00431,5.58321,7.58683,0
1039.3,0.00431,5.58331,7.58683,0
1039.4,0.00431,5.58341,7.58515,0
1039.5,0.00431,5.58351,7.58683,0
1039.6,0.00431,5.58362,7.58683,0
1039.7,0.00431,5.58371,7.58515,0
1039.8,0.00431,5.58382,7.58683,0
1039.9,0.00431,5.58392,7.58683,0
1040,0.00431,5.58402,7.58683,0
1040.1,0.00431,5.58412,7.58515,0
1040.2,0.00431,5.58422,7.58515,0
1040.3,0.00431,5.58432,7.58515,0
1040.4,0.0043,5.58442,7.58683,0
1040.5,0.0043,5.58452,7.58683,0
1040.6,0.0043,5.58462,7.58515,0
1040.7,0.0043,5.58472,7.58515,0
1040.8,0.0043,5.58482,7.58515,0
1040.9,0.0043,5.58491,7.58683,0
1041,0.0043,5.58501,7.58683,0
1041.1,0.0043,5.58511,7.58683,0
1041.2,0.0043,5.58521,7.58683,0
