Time (s),HB (mM),Glu (mM),pH,label
0.1,0.02138,1.7823,7.55711,2
0.2,0.02135,1.78207,7.55708,2
0.3,0.02133,1.78184,7.55706,2
0.4,0.0213,1.78161,7.55703,2
0.5,0.02127,1.78138,7.55701,2
0.6,0.02124,1.78116,7.55698,2
0.7,0.02121,1.78093,7.55696,2
0.8,0.02118,1.78071,7.55693,2
0.9,0.02116,1.78048,7.55691,2
1,0.02113,1.78026,7.55688,2
1.1,0.0211,1.78004,7.55686,2
1.2,0.02107,1.77982,7.55684,2
1.3,0.02105,1.7796,7.55681,2
1.4,0.02102,1.77938,7.55679,2
1.5,0.02099,1.77916,7.55676,2
1.6,0.02096,1.77895,7.55674,2
1.7,0.02094,1.77873,7.55672,2
1.8,0.02091,1.77852,7.55669,2
1.9,0.02088,1.7783,7.55667,2
2,0.02086,1.77809,7.55665,2
2.1,0.02083,1.77788,7.55662,2
2.2,0.0208,1.77767,7.5566,2
2.3,0.02078,1.77746,7.55658,2
2.4,0.02075,1.77725,7.55655,2
2.5,0.02072,1.77704,7.55653,2
2.6,0.0207,1.77683,7.55651,2
2.7,0.02067,1.77663,7.55649,2
2.8,0.02065,1.77642,7.55646,2
2.9,0.02062,1.77622,7.55644,2
3,0.02059,1.77601,7.55642,2
3.1,0.02057,1.77581,7.5564,2
3.2,0.02054,1.77561,7.55637,2
3.3,0.02052,1.77541,7.55635,2
3.4,0.02049,1.77521,7.55633,2
3.5,0.02047,1.77501,7.55631,2
3.6,0.02044,1.77481,7.55629,2
3.7,0.02042,1.77462,7.55626,2
3.8,0.02039,1.77442,7.55624,2
3.9,0.02037,1.77423,7.55622,2
4,0.02034,1.77403,7.5562,2
4.1,0.02032,1.77384,7.55618,2
4.2,0.02029,1.77365,7.55616,2
4.3,0.02027,1.77346,7.55614,2
4.4,0.02024,1.77327,7.55612,2
4.5,0.02022,1.77308,7.5561,2
4.6,0.0202,1.77289,7.55608,2
4.7,0.02017,1.7727,7.55606,2
4.8,0.02015,1.77252,7.55603,2
4.9,0.02012,1.77233,7.55601,2
5,0.0201,1.77215,7.55599,2
5.1,0.02008,1.77196,7.55597,2
5.2,0.02005,1.77178,7.55595,2
5.3,0.02003,1.7716,7.55593,2
5.4,0.02001,1.77142,7.55591,2
5.5,0.01998,1.77124,7.55589,2
5.6,0.01996,1.77106,7.55588,2
5.7,0.01994,1.77088,7.55586,2
5.8,0.01992,1.7707,7.55584,2
5.9,0.01989,1.77052,7.55582,2
6,0.01987,1.77035,7.5558,2
6.1,0.01985,1.77017,7.55578,2
6.2,0.01983,1.77,7.55576,2
6.3,0.0198,1.76982,7.55574,2
6.4,0.01978,1.76965,7.55572,2
6.5,0.01976,1.76948,7.5557,2
6.6,0.01974,1.76931,7.55568,2
6.7,0.01971,1.76914,7.55567,2
6.8,0.01969,1.76897,7.55565,2
6.9,0.01967,1.7688,7.55563,2
7,0.01965,1.76863,7.55561,2
7.1,0.01963,1.76847,7.55559,2
7.2,0.01961,1.7683,7.55557,2
7.3,0.01958,1.76814,7.55556,2
7.4,0.01956,1.76797,7.55554,2
7.5,0.01954,1.76781,7.55552,2
7.6,0.01952,1.76765,7.5555,2
7.7,0.0195,1.76749,7.55549,2
7.8,0.01948,1.76732,7.55547,2
7.9,0.01946,1.76716,7.55545,2
8,0.01944,1.76701,7.55543,2
8.1,0.01942,1.76685,7.55542,2
8.2,0.01939,1.76669,7.5554,2
8.3,0.01937,1.76653,7.55538,2
8.4,0.01935,1.76638,7.55536,2
8.5,0.01933,1.76622,7.55535,2
8.6,0.01931,1.76607,7.55533,2
8.7,0.01929,1.76591,7.55531,2
8.8,0.01927,1.76576,7.5553,2
8.9,0.01925,1.76561,7.55528,2
9,0.01923,1.76546,7.55526,2
9.1,0.01921,1.76531,7.55525,2
9.2,0.01919,1.76516,7.55523,2
9.3,0.01917,1.76501,7.55522,2
9.4,0.01915,1.76486,7.5552,2
9.5,0.01913,1.76471,7.55518,2
9.6,0.01912,1.76457,7.55517,2
9.7,0.0191,1.76442,7.55515,2
9.8,0.01908,1.76428,7.55514,2
9.9,0.01906,1.76413,7.55512,2
10,0.01904,1.76399,7.5551,2
10.1,0.01902,1.76385,7.55509,2
10.2,0.019,1.7637,7.55507,2
10.3,0.01898,1.76356,7.55506,2
10.4,0.01896,1.76342,7.55504,2
10.5,0.01894,1.76328,7.55503,2
10.6,0.01893,1.76314,7.55501,2
10.7,0.01891,1.76301,7.555,2
10.8,0.01889,1.76287,7.55498,2
10.9,0.01887,1.76273,7.55497,2
11,0.01885,1.7626,7.55495,2
11.1,0.01883,1.76246,7.55494,2
11.2,0.01882,1.76233,7.55492,2
11.3,0.0188,1.76219,7.55491,2
11.4,0.01878,1.76206,7.55489,2
11.5,0.01876,1.76193,7.55488,2
11.6,0.01874,1.7618,7.55487,2
11.7,0.01873,1.76167,7.55485,2
11.8,0.01871,1.76154,7.55484,2
11.9,0.01869,1.76141,7.55482,2
12,0.01867,1.76128,7.55481,2
12.1,0.01866,1.76115,7.55479,2
12.2,0.01864,1.76102,7.55478,2
12.3,0.01862,1.7609,7.55477,2
12.4,0.01861,1.76077,7.55475,2
12.5,0.01859,1.76065,7.55474,2
12.6,0.01857,1.76052,7.55473,2
12.7,0.01855,1.7604,7.55471,2
12.8,0.01854,1.76027,7.5547,2
12.9,0.01852,1.76015,7.55469,2
13,0.0185,1.76003,7.55467,2
13.1,0.01849,1.75991,7.55466,2
13.2,0.01847,1.75979,7.55465,2
13.3,0.01845,1.75967,7.55463,2
13.4,0.01844,1.75955,7.55462,2
13.5,0.01842,1.75943,7.55461,2
13.6,0.01841,1.75932,7.5546,2
13.7,0.01839,1.7592,7.55458,2
13.8,0.01837,1.75908,7.55457,2
13.9,0.01836,1.75897,7.55456,2
14,0.01834,1.75885,7.55454,2
14.1,0.01833,1.75874,7.55453,2
14.2,0.01831,1.75862,7.55452,2
14.3,0.01829,1.75851,7.55451,2
14.4,0.01828,1.7584,7.5545,2
14.5,0.01826,1.75829,7.55448,2
14.6,0.01825,1.75818,7.55447,2
14.7,0.01823,1.75807,7.55446,2
14.8,0.01822,1.75796,7.55445,2
14.9,0.0182,1.75785,7.55444,2
15,0.01819,1.75774,7.55442,2
15.1,0.01817,1.75763,7.55441,2
15.2,0.01816,1.75753,7.5544,2
15.3,0.01814,1.75742,7.55439,2
15.4,0.01813,1.75731,7.55438,2
15.5,0.01811,1.75721,7.55437,2
15.6,0.0181,1.75711,7.55435,2
15.7,0.01808,1.757,7.55434,2
15.8,0.01807,1.7569,7.55433,2
15.9,0.01805,1.7568,7.55432,2
16,0.01804,1.75669,7.55431,2
16.1,0.01802,1.75659,7.5543,2
16.2,0.01801,1.75649,7.55429,2
16.3,0.01799,1.75639,7.55428,2
16.4,0.01798,1.75629,7.55427,2
16.5,0.01797,1.75619,7.55426,2
16.6,0.01795,1.7561,7.55424,2
16.7,0.01794,1.756,7.55423,2
16.8,0.01792,1.7559,7.55422,2
16.9,0.01791,1.75581,7.55421,2
17,0.0179,1.75571,7.5542,2
17.1,0.01788,1.75562,7.55419,2
17.2,0.01787,1.75552,7.55418,2
17.3,0.01785,1.75543,7.55417,2
17.4,0.01784,1.75533,7.55416,2
17.5,0.01783,1.75524,7.55415,2
17.6,0.01781,1.75515,7.55414,2
17.7,0.0178,1.75506,7.55413,2
17.8,0.01779,1.75497,7.55412,2
17.9,0.01777,1.75488,7.55411,2
18,0.01776,1.75479,7.5541,2
18.1,0.01775,1.7547,7.55409,2
18.2,0.01773,1.75461,7.55408,2
18.3,0.01772,1.75452,7.55407,2
18.4,0.01771,1.75443,7.55406,2
18.5,0.0177,1.75435,7.55405,2
18.6,0.01768,1.75426,7.55404,2
18.7,0.01767,1.75417,7.55403,2
18.8,0.01766,1.75409,7.55403,2
18.9,0.01764,1.75401,7.55402,2
19,0.01763,1.75392,7.55401,2
19.1,0.01762,1.75384,7.554,2
19.2,0.01761,1.75375,7.55399,2
19.3,0.01759,1.75367,7.55398,2
19.4,0.01758,1.75359,7.55397,2
19.5,0.01757,1.75351,7.55396,2
19.6,0.01756,1.75343,7.55395,2
